id	n	tau	factorization
0	122522400	864	2^5*3^2*5^2*7^1*11^1*13^1*17^1
1	129729600	840	2^6*3^4*5^2*7^1*11^1*13^1
2	136936800	864	2^5*3^2*5^2*7^1*11^1*13^1*19^1
3	147026880	896	2^6*3^3*5^1*7^1*11^1*13^1*17^1
4	151351200	864	2^5*3^3*5^2*7^2*11^1*13^1
5	164324160	896	2^6*3^3*5^1*7^1*11^1*13^1*19^1
6	165765600	864	2^5*3^2*5^2*7^1*11^1*13^1*23^1
7	169646400	840	2^6*3^4*5^2*7^1*11^1*17^1
8	171531360	864	2^5*3^2*5^1*7^2*11^1*13^1*17^1
9	172972800	864	2^8*3^3*5^2*7^1*11^1*13^1
10	179071200	864	2^5*3^2*5^2*7^1*11^1*17^1*19^1
11	181621440	840	2^6*3^4*5^1*7^2*11^1*13^1
12	183783600	960	2^4*3^3*5^2*7^1*11^1*13^1*17^1
13	189604800	840	2^6*3^4*5^2*7^1*11^1*19^1
14	191711520	864	2^5*3^2*5^1*7^2*11^1*13^1*19^1
15	194594400	864	2^5*3^5*5^2*7^1*11^1*13^1
16	196035840	864	2^8*3^2*5^1*7^1*11^1*13^1*17^1
17	197920800	864	2^5*3^3*5^2*7^2*11^1*17^1
18	198918720	896	2^6*3^3*5^1*7^1*11^1*13^1*23^1
19	200491200	840	2^6*3^4*5^2*7^1*13^1*17^1
20	201801600	864	2^7*3^2*5^2*7^2*11^1*13^1
21	205405200	960	2^4*3^3*5^2*7^1*11^1*13^1*19^1
22	209008800	864	2^5*3^2*5^2*7^1*11^1*13^1*29^1
23	211629600	864	2^5*3^2*5^2*7^1*13^1*17^1*19^1
24	214414200	864	2^3*3^2*5^2*7^2*11^1*13^1*17^1
25	214885440	896	2^6*3^3*5^1*7^1*11^1*17^1*19^1
26	216216000	896	2^6*3^3*5^3*7^1*11^1*13^1
27	216770400	864	2^5*3^2*5^2*7^1*11^1*17^1*23^1
28	219098880	864	2^8*3^2*5^1*7^1*11^1*13^1*19^1
29	220540320	960	2^5*3^4*5^1*7^1*11^1*13^1*17^1
30	221205600	864	2^5*3^3*5^2*7^2*11^1*19^1
31	224078400	840	2^6*3^4*5^2*7^1*13^1*19^1
32	226195200	864	2^8*3^3*5^2*7^1*11^1*17^1
33	227026800	900	2^4*3^4*5^2*7^2*11^1*13^1
34	229521600	840	2^6*3^4*5^2*7^1*11^1*23^1
35	232071840	864	2^5*3^2*5^1*7^2*11^1*13^1*23^1
36	232792560	960	2^4*3^2*5^1*7^1*11^1*13^1*17^1*19^1
37	233906400	864	2^5*3^3*5^2*7^2*13^1*17^1
38	237504960	840	2^6*3^4*5^1*7^2*11^1*17^1
39	237837600	864	2^5*3^3*5^2*7^1*11^2*13^1
40	239639400	864	2^3*3^2*5^2*7^2*11^1*13^1*19^1
41	242161920	864	2^8*3^3*5^1*7^2*11^1*13^1
42	242272800	864	2^5*3^2*5^2*7^1*11^1*19^1*23^1
43	245044800	1008	2^6*3^2*5^2*7^1*11^1*13^1*17^1
44	246486240	960	2^5*3^4*5^1*7^1*11^1*13^1*19^1
45	248648400	960	2^4*3^3*5^2*7^1*11^1*13^1*23^1
46	250699680	864	2^5*3^2*5^1*7^2*11^1*17^1*19^1
47	250810560	896	2^6*3^3*5^1*7^1*11^1*13^1*29^1
48	252252000	864	2^5*3^2*5^3*7^2*11^1*13^1
49	252806400	864	2^8*3^3*5^2*7^1*11^1*19^1
50	253955520	896	2^6*3^3*5^1*7^1*13^1*17^1*19^1
51	254469600	864	2^5*3^5*5^2*7^1*11^1*17^1
52	256183200	864	2^5*3^2*5^2*7^1*13^1*17^1*23^1
53	257297040	960	2^4*3^3*5^1*7^2*11^1*13^1*17^1
54	259459200	960	2^7*3^4*5^2*7^1*11^1*13^1
55	260124480	896	2^6*3^3*5^1*7^1*11^1*17^1*23^1
56	261424800	864	2^5*3^3*5^2*7^2*13^1*19^1
57	263894400	864	2^7*3^2*5^2*7^2*11^1*17^1
58	265224960	864	2^8*3^2*5^1*7^1*11^1*13^1*23^1
59	265446720	840	2^6*3^4*5^1*7^2*11^1*19^1
60	267321600	864	2^8*3^3*5^2*7^1*13^1*17^1
61	267775200	864	2^5*3^3*5^2*7^2*11^1*23^1
62	268606800	960	2^4*3^3*5^2*7^1*11^1*17^1*19^1
63	269549280	864	2^5*3^2*5^1*7^1*11^2*13^1*17^1
64	271252800	840	2^6*3^4*5^2*7^1*13^1*23^1
65	272432160	864	2^5*3^5*5^1*7^2*11^1*13^1
66	273319200	864	2^5*3^2*5^2*7^1*11^1*17^1*29^1
67	273873600	1008	2^6*3^2*5^2*7^1*11^1*13^1*19^1
68	275675400	960	2^3*3^4*5^2*7^1*11^1*13^1*17^1
69	280687680	840	2^6*3^4*5^1*7^2*13^1*17^1
70	281080800	864	2^5*3^3*5^2*7^1*11^1*13^2
71	281801520	960	2^4*3^2*5^1*7^1*11^1*13^1*17^1*23^1
72	282744000	896	2^6*3^3*5^3*7^1*11^1*17^1
73	284407200	864	2^5*3^5*5^2*7^1*11^1*19^1
74	285405120	840	2^6*3^4*5^1*7^1*11^2*13^1
75	285885600	864	2^5*3^1*5^2*7^2*11^1*13^1*17^1
76	286322400	864	2^5*3^2*5^2*7^1*13^1*19^1*23^1
77	286513920	864	2^8*3^2*5^1*7^1*11^1*17^1*19^1
78	287567280	960	2^4*3^3*5^1*7^2*11^1*13^1*19^1
79	288288000	864	2^8*3^2*5^3*7^1*11^1*13^1
80	289396800	840	2^6*3^4*5^2*7^1*11^1*29^1
81	290089800	864	2^3*3^2*5^2*7^2*11^1*13^1*23^1
82	290727360	896	2^6*3^3*5^1*7^1*11^1*19^1*23^1
83	290990700	864	2^2*3^2*5^2*7^1*11^1*13^1*17^1*19^1
84	291891600	840	2^4*3^6*5^2*7^1*11^1*13^1
85	292612320	864	2^5*3^2*5^1*7^2*11^1*13^1*29^1
86	293025600	840	2^6*3^4*5^2*7^1*17^1*19^1
87	294053760	1024	2^7*3^3*5^1*7^1*11^1*13^1*17^1
88	294940800	864	2^7*3^2*5^2*7^2*11^1*19^1
89	296281440	864	2^5*3^2*5^1*7^2*13^1*17^1*19^1
90	296881200	900	2^4*3^4*5^2*7^2*11^1*17^1
91	298378080	960	2^5*3^4*5^1*7^1*11^1*13^1*23^1
92	298771200	864	2^8*3^3*5^2*7^1*13^1*19^1
93	300736800	864	2^5*3^5*5^2*7^1*13^1*17^1
94	301260960	864	2^5*3^2*5^1*7^1*11^2*13^1*19^1
95	302702400	1008	2^6*3^3*5^2*7^2*11^1*13^1
96	303478560	864	2^5*3^2*5^1*7^2*11^1*17^1*23^1
97	305474400	864	2^5*3^2*5^2*7^1*11^1*19^1*29^1
98	306028800	864	2^8*3^3*5^2*7^1*11^1*23^1
99	306306000	960	2^4*3^2*5^3*7^1*11^1*13^1*17^1
100	307419840	896	2^6*3^3*5^1*7^1*13^1*17^1*23^1
101	308107800	960	2^3*3^4*5^2*7^1*11^1*13^1*19^1
102	310390080	896	2^6*3^1*5^1*7^1*11^1*13^1*17^1*19^1
103	311018400	864	2^5*3^3*5^2*7^1*11^2*17^1
104	311351040	864	2^8*3^5*5^1*7^1*11^1*13^1
105	311875200	864	2^7*3^2*5^2*7^2*13^1*17^1
106	313374600	864	2^3*3^2*5^2*7^2*11^1*17^1*19^1
107	313513200	960	2^4*3^3*5^2*7^1*11^1*13^1*29^1
108	313709760	840	2^6*3^4*5^1*7^2*13^1*19^1
109	314954640	960	2^4*3^2*5^1*7^1*11^1*13^1*19^1*23^1
110	315057600	840	2^6*3^4*5^2*11^1*13^1*17^1
111	316008000	896	2^6*3^3*5^3*7^1*11^1*19^1
112	316461600	864	2^5*3^3*5^2*7^2*13^1*23^1
113	316673280	864	2^8*3^3*5^1*7^2*11^1*17^1
114	317116800	864	2^7*3^2*5^2*7^1*11^2*13^1
115	317444400	960	2^4*3^3*5^2*7^1*13^1*17^1*19^1
116	318558240	864	2^5*3^2*5^1*7^1*11^1*13^2*17^1
117	319519200	864	2^5*3^1*5^2*7^2*11^1*13^1*19^1
118	321330240	840	2^6*3^4*5^1*7^2*11^1*23^1
119	321621300	864	2^2*3^3*5^2*7^2*11^1*13^1*17^1
120	322328160	960	2^5*3^4*5^1*7^1*11^1*17^1*19^1
121	323013600	864	2^5*3^2*5^2*7^1*13^1*17^1*29^1
122	324324000	960	2^5*3^4*5^3*7^1*11^1*13^1
123	325155600	960	2^4*3^3*5^2*7^1*11^1*17^1*23^1
124	326726400	864	2^8*3^1*5^2*7^1*11^1*13^1*17^1
125	327983040	896	2^6*3^3*5^1*7^1*11^1*17^1*29^1
126	328648320	1024	2^7*3^3*5^1*7^1*11^1*13^1*19^1
127	329868000	864	2^5*3^2*5^3*7^2*11^1*17^1
128	330810480	960	2^4*3^5*5^1*7^1*11^1*13^1*17^1
129	331531200	1008	2^6*3^2*5^2*7^1*11^1*13^1*23^1
130	331808400	900	2^4*3^4*5^2*7^2*11^1*19^1
131	332560800	864	2^5*3^2*5^2*11^1*13^1*17^1*19^1
132	332972640	864	2^5*3^3*5^1*7^2*11^2*13^1
133	334152000	896	2^6*3^3*5^3*7^1*13^1*17^1
134	334414080	864	2^8*3^2*5^1*7^1*11^1*13^1*29^1
135	336117600	864	2^5*3^5*5^2*7^1*13^1*19^1
136	336936600	864	2^3*3^2*5^2*7^1*11^2*13^1*17^1
137	337296960	840	2^6*3^4*5^1*7^1*11^1*13^2
138	337629600	864	2^5*3^3*5^2*7^2*11^1*29^1
139	338607360	864	2^8*3^2*5^1*7^1*13^1*17^1*19^1
140	339181920	864	2^5*3^2*5^1*7^2*11^1*19^1*23^1
141	339292800	960	2^7*3^4*5^2*7^1*11^1*17^1
142	340540200	864	2^3*3^5*5^2*7^2*11^1*13^1
143	341863200	864	2^5*3^3*5^2*7^2*17^1*19^1
144	342014400	840	2^6*3^4*5^2*7^1*13^1*29^1
145	342342000	960	2^4*3^2*5^3*7^1*11^1*13^1*19^1
146	343062720	1008	2^6*3^2*5^1*7^2*11^1*13^1*17^1
147	343586880	896	2^6*3^3*5^1*7^1*13^1*19^1*23^1
148	344282400	864	2^5*3^5*5^2*7^1*11^1*23^1
149	345945600	960	2^9*3^3*5^2*7^1*11^1*13^1
150	346832640	864	2^8*3^2*5^1*7^1*11^1*17^1*23^1
151	347608800	864	2^5*3^3*5^2*7^1*11^2*19^1
152	348107760	960	2^4*3^3*5^1*7^2*11^1*13^1*23^1
153	348566400	864	2^7*3^2*5^2*7^2*13^1*19^1
154	349188840	1024	2^3*3^3*5^1*7^1*11^1*13^1*17^1*19^1
155	349272000	840	2^6*3^4*5^3*7^2*11^1
156	350859600	900	2^4*3^4*5^2*7^2*13^1*17^1
157	352123200	840	2^6*3^4*5^2*11^1*13^1*19^1
158	352251900	864	2^2*3^2*5^2*7^1*11^1*13^1*17^1*23^1
159	353152800	864	2^5*3^2*5^2*7^3*11^1*13^1
160	353928960	864	2^8*3^3*5^1*7^2*11^1*19^1
161	354715200	840	2^6*3^4*5^2*7^1*17^1*23^1
162	355314960	960	2^4*3^2*5^1*7^1*11^1*13^1*17^1*29^1
163	356035680	864	2^5*3^2*5^1*7^1*11^1*13^2*19^1
164	356257440	864	2^5*3^5*5^1*7^2*11^1*17^1
165	356756400	900	2^4*3^4*5^2*7^1*11^2*13^1
166	357033600	864	2^7*3^2*5^2*7^2*11^1*23^1
167	358142400	1008	2^6*3^2*5^2*7^1*11^1*17^1*19^1
168	358656480	864	2^5*3^2*5^1*7^2*13^1*17^1*23^1
169	359459100	864	2^2*3^3*5^2*7^2*11^1*13^1*19^1
170	360360000	840	2^6*3^2*5^4*7^1*11^1*13^1
171	361015200	864	2^5*3^2*5^2*7^1*13^1*19^1*29^1
172	361670400	864	2^8*3^3*5^2*7^1*13^1*23^1
173	363242880	960	2^7*3^4*5^1*7^2*11^1*13^1
174	363409200	960	2^4*3^3*5^2*7^1*11^1*19^1*23^1
175	364684320	864	2^5*3^2*5^1*7^1*11^2*13^1*23^1
176	365164800	864	2^8*3^1*5^2*7^1*11^1*13^1*19^1
177	365765400	864	2^3*3^2*5^2*7^2*11^1*13^1*29^1
178	366569280	896	2^6*3^3*5^1*7^1*11^1*19^1*29^1
179	367567200	1152	2^5*3^3*5^2*7^1*11^1*13^1*17^1
180	368676000	864	2^5*3^2*5^3*7^2*11^1*19^1
181	369729360	960	2^4*3^5*5^1*7^1*11^1*13^1*19^1
182	369784800	864	2^5*3^2*5^2*7^1*11^1*23^1*29^1
183	370351800	864	2^3*3^2*5^2*7^2*13^1*17^1*19^1
184	372972600	960	2^3*3^4*5^2*7^1*11^1*13^1*23^1
185	373222080	840	2^6*3^4*5^1*7^1*11^2*17^1
186	373464000	896	2^6*3^3*5^3*7^1*13^1*19^1
187	374250240	864	2^8*3^3*5^1*7^2*13^1*17^1
188	374421600	864	2^5*3^2*5^2*7^1*17^1*19^1*23^1
189	374774400	864	2^7*3^2*5^2*7^1*11^1*13^2
190	375735360	896	2^6*3^1*5^1*7^1*11^1*13^1*17^1*23^1
191	376049520	960	2^4*3^3*5^1*7^2*11^1*17^1*19^1
192	376215840	960	2^5*3^4*5^1*7^1*11^1*13^1*29^1
193	376576200	864	2^3*3^2*5^2*7^1*11^2*13^1*19^1
194	376992000	864	2^8*3^2*5^3*7^1*11^1*17^1
195	378378000	960	2^4*3^3*5^3*7^2*11^1*13^1
196	379209600	960	2^7*3^4*5^2*7^1*11^1*19^1
197	379348200	864	2^3*3^2*5^2*7^2*11^1*17^1*23^1
198	379753920	840	2^6*3^4*5^1*7^2*13^1*23^1
199	380540160	864	2^8*3^3*5^1*7^1*11^2*13^1
200	380933280	960	2^5*3^4*5^1*7^1*13^1*17^1*19^1
201	381704400	840	2^4*3^6*5^2*7^1*11^1*17^1
202	382536000	896	2^6*3^3*5^3*7^1*11^1*23^1
203	382646880	864	2^5*3^2*5^1*7^2*11^1*17^1*29^1
204	383423040	1008	2^6*3^2*5^1*7^2*11^1*13^1*19^1
205	384274800	960	2^4*3^3*5^2*7^1*13^1*17^1*23^1
206	385862400	864	2^8*3^3*5^2*7^1*11^1*29^1
207	385945560	960	2^3*3^4*5^1*7^2*11^1*13^1*17^1
208	386786400	864	2^5*3^1*5^2*7^2*11^1*13^1*23^1
209	387616320	896	2^6*3^3*5^1*7^1*13^1*17^1*29^1
210	387636480	864	2^8*3^2*5^1*7^1*11^1*19^1*23^1
211	387987600	960	2^4*3^1*5^2*7^1*11^1*13^1*17^1*19^1
212	389188800	1008	2^6*3^5*5^2*7^1*11^1*13^1
213	389844000	864	2^5*3^2*5^3*7^2*13^1*17^1
214	390186720	960	2^5*3^4*5^1*7^1*11^1*17^1*23^1
215	390700800	864	2^8*3^3*5^2*7^1*17^1*19^1
216	392071680	960	2^9*3^2*5^1*7^1*11^1*13^1*17^1
217	392137200	900	2^4*3^4*5^2*7^2*13^1*19^1
218	393513120	864	2^5*3^3*5^1*7^2*11^1*13^2
219	393693300	864	2^2*3^2*5^2*7^1*11^1*13^1*19^1*23^1
220	393956640	864	2^5*3^2*5^1*7^1*11^2*17^1*19^1
221	395841600	1008	2^6*3^3*5^2*7^2*11^1*17^1
222	396396000	864	2^5*3^2*5^3*7^1*11^2*13^1
223	396446400	840	2^6*3^4*5^2*7^1*19^1*23^1
224	397116720	960	2^4*3^2*5^1*7^1*11^1*13^1*19^1*29^1
225	397837440	1024	2^7*3^3*5^1*7^1*11^1*13^1*23^1
226	398170080	864	2^5*3^5*5^1*7^2*11^1*19^1
227	398197800	864	2^3*3^2*5^2*7^1*11^1*13^2*17^1
228	399016800	864	2^5*3^3*5^2*7^2*13^1*29^1
229	399072960	896	2^6*3^3*5^1*11^1*13^1*17^1*19^1
230	400851360	864	2^5*3^2*5^1*7^2*13^1*19^1*23^1
231	400982400	960	2^7*3^4*5^2*7^1*13^1*17^1
232	401662800	900	2^4*3^4*5^2*7^2*11^1*23^1
233	402573600	864	2^5*3^2*5^2*11^1*13^1*17^1*23^1
234	402910200	960	2^3*3^4*5^2*7^1*11^1*17^1*19^1
235	403603200	972	2^8*3^2*5^2*7^2*11^1*13^1
236	404323920	960	2^4*3^3*5^1*7^1*11^2*13^1*17^1
237	405155520	840	2^6*3^4*5^1*7^2*11^1*29^1
238	406879200	864	2^5*3^5*5^2*7^1*13^1*23^1
239	407151360	864	2^8*3^5*5^1*7^1*11^1*17^1
240	407386980	864	2^2*3^2*5^1*7^2*11^1*13^1*17^1*19^1
241	408408000	896	2^6*3^1*5^3*7^1*11^1*13^1*17^1
242	408648240	840	2^4*3^6*5^1*7^2*11^1*13^1
243	409893120	864	2^8*3^2*5^1*7^1*13^1*17^1*23^1
244	409978800	960	2^4*3^3*5^2*7^1*11^1*17^1*29^1
245	410235840	840	2^6*3^4*5^1*7^2*17^1*19^1
246	410810400	1152	2^5*3^3*5^2*7^1*11^1*13^1*19^1
247	411863760	960	2^4*3^2*5^1*7^1*11^1*17^1*19^1*23^1
248	412776000	840	2^6*3^4*5^3*7^2*13^1
249	413513100	864	2^2*3^5*5^2*7^1*11^1*13^1*17^1
250	413834400	864	2^5*3^3*5^2*7^2*17^1*23^1
251	414414000	960	2^4*3^2*5^3*7^1*11^1*13^1*23^1
252	414691200	864	2^7*3^2*5^2*7^1*11^2*17^1
253	415134720	880	2^10*3^4*5^1*7^1*11^1*13^1
254	416215800	864	2^3*3^3*5^2*7^2*11^2*13^1
255	416576160	864	2^5*3^2*5^1*7^1*11^1*13^1*17^2
256	417130560	840	2^6*3^4*5^1*7^1*11^2*19^1
257	417832800	864	2^5*3^1*5^2*7^2*11^1*17^1*19^1
258	418017600	1008	2^6*3^2*5^2*7^1*11^1*13^1*29^1
259	418279680	864	2^8*3^3*5^1*7^2*13^1*19^1
260	419126400	864	2^7*3^5*5^2*7^2*11^1
261	419939520	896	2^6*3^1*5^1*7^1*11^1*13^1*19^1*23^1
262	420076800	864	2^8*3^3*5^2*11^1*13^1*17^1
263	420789600	864	2^5*3^3*5^2*7^1*11^2*23^1
264	421031520	864	2^5*3^5*5^1*7^2*13^1*17^1
265	421344000	864	2^8*3^2*5^3*7^1*11^1*19^1
266	421621200	900	2^4*3^4*5^2*7^1*11^1*13^2
267	421948800	864	2^7*3^2*5^2*7^2*13^1*23^1
268	422702280	1024	2^3*3^3*5^1*7^1*11^1*13^1*17^1*23^1
269	423259200	1008	2^6*3^2*5^2*7^1*13^1*17^1*19^1
270	423783360	896	2^6*3^3*5^1*7^3*11^1*13^1
271	423977400	864	2^3*3^2*5^2*7^2*11^1*19^1*23^1
272	424116000	960	2^5*3^4*5^3*7^1*11^1*17^1
273	426254400	840	2^6*3^4*5^2*11^1*13^1*23^1
274	426610800	840	2^4*3^6*5^2*7^1*11^1*19^1
275	427664160	864	2^5*3^2*5^1*7^2*11^1*19^1*29^1
276	428107680	864	2^5*3^5*5^1*7^1*11^2*13^1
277	428440320	864	2^8*3^3*5^1*7^2*11^1*23^1
278	428828400	1080	2^4*3^2*5^2*7^2*11^1*13^1*17^1
279	429483600	960	2^4*3^3*5^2*7^1*13^1*19^1*23^1
280	429770880	1024	2^7*3^3*5^1*7^1*11^1*17^1*19^1
281	430990560	864	2^5*3^2*5^1*7^1*11^1*13^2*23^1
282	431350920	960	2^3*3^4*5^1*7^2*11^1*13^1*19^1
283	432432000	1024	2^7*3^3*5^3*7^1*11^1*13^1
284	433218240	896	2^6*3^3*5^1*7^1*13^1*19^1*29^1
285	433540800	1008	2^6*3^2*5^2*7^1*11^1*17^1*23^1
286	434095200	864	2^5*3^5*5^2*7^1*11^1*29^1
287	434397600	864	2^5*3^3*5^2*7^1*13^2*17^1
288	435134700	864	2^2*3^3*5^2*7^2*11^1*13^1*23^1
289	435425760	864	2^5*3^3*5^1*7^2*11^2*17^1
290	435708000	864	2^5*3^2*5^3*7^2*13^1*19^1
291	436091040	960	2^5*3^4*5^1*7^1*11^1*19^1*23^1
292	437018400	864	2^5*3^2*5^2*7^1*13^1*23^1*29^1
293	437310720	864	2^8*3^2*5^1*7^1*11^1*17^1*29^1
294	438197760	960	2^9*3^2*5^1*7^1*11^1*13^1*19^1
295	438918480	960	2^4*3^3*5^1*7^2*11^1*13^1*29^1
296	439538400	864	2^5*3^5*5^2*7^1*17^1*19^1
297	441080640	1120	2^6*3^4*5^1*7^1*11^1*13^1*17^1
298	442041600	864	2^8*3^1*5^2*7^1*11^1*13^1*23^1
299	442411200	1008	2^6*3^3*5^2*7^2*11^1*19^1
300	443741760	896	2^6*3^3*5^1*7^1*11^1*23^1*29^1
301	443963520	864	2^7*3^2*5^1*7^2*11^2*13^1
302	444143700	864	2^2*3^2*5^2*7^1*11^1*13^1*17^1*29^1
303	444422160	960	2^4*3^3*5^1*7^2*13^1*17^1*19^1
304	445044600	864	2^3*3^2*5^2*7^1*11^1*13^2*19^1
305	445321800	864	2^3*3^5*5^2*7^2*11^1*17^1
306	445536000	864	2^8*3^2*5^3*7^1*13^1*17^1
307	446292000	864	2^5*3^2*5^3*7^2*11^1*23^1
308	447249600	840	2^6*3^4*5^2*7^1*17^1*29^1
309	447567120	960	2^4*3^5*5^1*7^1*11^1*13^1*23^1
310	447678000	960	2^4*3^2*5^3*7^1*11^1*17^1*19^1
311	448156800	960	2^7*3^4*5^2*7^1*13^1*19^1
312	448320600	864	2^3*3^2*5^2*7^2*13^1*17^1*23^1
313	449248800	864	2^5*3^1*5^2*7^1*11^2*13^1*17^1
314	449305920	896	2^6*3^3*5^1*7^1*17^1*19^1*23^1
315	449729280	864	2^8*3^3*5^1*7^1*11^1*13^2
316	449935200	864	2^5*3^2*5^2*11^1*13^1*19^1*23^1
317	450172800	864	2^7*3^2*5^2*7^2*11^1*29^1
318	451105200	840	2^4*3^6*5^2*7^1*13^1*17^1
319	451891440	960	2^4*3^3*5^1*7^1*11^2*13^1*19^1
320	452088000	896	2^6*3^3*5^3*7^1*13^1*23^1
321	452219040	864	2^5*3^2*5^1*7^2*13^1*17^1*29^1
322	452390400	960	2^9*3^3*5^2*7^1*11^1*17^1
323	454053600	1080	2^5*3^4*5^2*7^2*11^1*13^1
324	455051520	864	2^8*3^5*5^1*7^1*11^1*19^1
325	455217840	960	2^4*3^3*5^1*7^2*11^1*17^1*23^1
326	455817600	864	2^7*3^2*5^2*7^2*17^1*19^1
327	455855400	864	2^3*3^2*5^2*7^1*11^2*13^1*23^1
328	456019200	864	2^8*3^3*5^2*7^1*13^1*29^1
329	456456000	896	2^6*3^1*5^3*7^1*11^1*13^1*19^1
330	457416960	864	2^8*3^1*5^1*7^2*11^1*13^1*17^1
331	458115840	864	2^8*3^2*5^1*7^1*13^1*19^1*23^1
332	458211600	960	2^4*3^3*5^2*7^1*11^1*19^1*29^1
333	459043200	960	2^7*3^4*5^2*7^1*11^1*23^1
334	459459000	1024	2^3*3^3*5^3*7^1*11^1*13^1*17^1
335	459819360	864	2^5*3^2*5^1*7^1*11^2*13^1*29^1
336	460468800	840	2^6*3^4*5^2*11^1*17^1*19^1
337	461129760	960	2^5*3^4*5^1*7^1*13^1*17^1*23^1
338	461260800	864	2^11*3^2*5^2*7^1*11^1*13^1
339	461815200	864	2^5*3^2*5^2*7^3*11^1*17^1
340	462161700	864	2^2*3^5*5^2*7^1*11^1*13^1*19^1
341	462520800	864	2^5*3^3*5^2*7^2*19^1*23^1
342	463478400	864	2^7*3^2*5^2*7^1*11^2*19^1
343	464143680	1008	2^6*3^2*5^1*7^2*11^1*13^1*23^1
344	465585120	1152	2^5*3^2*5^1*7^1*11^1*13^1*17^1*19^1
345	465696000	864	2^8*3^3*5^3*7^2*11^1
346	466527600	900	2^4*3^4*5^2*7^1*11^2*17^1
347	467026560	896	2^7*3^6*5^1*7^1*11^1*13^1
348	467812800	1008	2^6*3^3*5^2*7^2*13^1*17^1
349	468468000	864	2^5*3^2*5^3*7^1*11^1*13^2
350	469497600	864	2^8*3^3*5^2*11^1*13^1*19^1
351	469669200	960	2^4*3^1*5^2*7^1*11^1*13^1*17^1*23^1
352	470061900	864	2^2*3^3*5^2*7^2*11^1*17^1*19^1
353	470269800	960	2^3*3^4*5^2*7^1*11^1*13^1*29^1
354	470564640	864	2^5*3^5*5^1*7^2*13^1*19^1
355	471240000	840	2^6*3^2*5^4*7^1*11^1*17^1
356	471711240	864	2^3*3^2*5^1*7^2*11^2*13^1*17^1
357	472096800	864	2^5*3^2*5^2*7^1*17^1*19^1*29^1
358	472431960	1024	2^3*3^3*5^1*7^1*11^1*13^1*19^1*23^1
359	472586400	864	2^5*3^5*5^2*11^1*13^1*17^1
360	472953600	864	2^8*3^3*5^2*7^1*17^1*23^1
361	473753280	896	2^6*3^1*5^1*7^1*11^1*13^1*17^1*29^1
362	474012000	960	2^5*3^4*5^3*7^1*11^1*19^1
363	474692400	900	2^4*3^4*5^2*7^2*13^1*23^1
364	475009920	960	2^7*3^4*5^1*7^2*11^1*17^1
365	475675200	1008	2^6*3^3*5^2*7^1*11^2*13^1
366	476166600	960	2^3*3^4*5^2*7^1*13^1*17^1*19^1
367	476894880	864	2^5*3^2*5^1*7^1*11^2*17^1*23^1
368	477523200	864	2^8*3^1*5^2*7^1*11^1*17^1*19^1
369	477837360	960	2^4*3^3*5^1*7^1*11^1*13^2*17^1
370	478308600	864	2^3*3^2*5^2*7^2*11^1*17^1*29^1
371	478820160	840	2^6*3^4*5^1*7^2*13^1*29^1
372	479278800	1080	2^4*3^2*5^2*7^2*11^1*13^1*19^1
373	480664800	864	2^5*3^3*5^2*7^1*11^1*17^2
374	480720240	960	2^4*3^2*5^1*7^1*11^1*13^1*23^1*29^1
375	481178880	864	2^8*3^5*5^1*7^1*13^1*17^1
376	481995360	864	2^5*3^5*5^1*7^2*11^1*23^1
377	482328000	896	2^6*3^3*5^3*7^1*11^1*29^1
378	483088320	896	2^6*3^3*5^1*11^1*13^1*17^1*23^1
379	483492240	960	2^4*3^5*5^1*7^1*11^1*17^1*19^1
380	484323840	960	2^9*3^3*5^1*7^2*11^1*13^1
381	484520400	960	2^4*3^3*5^2*7^1*13^1*17^1*29^1
382	484545600	1008	2^6*3^2*5^2*7^1*11^1*19^1*23^1
383	485503200	864	2^5*3^3*5^2*7^1*13^2*19^1
384	486486000	960	2^4*3^5*5^3*7^1*11^1*13^1
385	486652320	864	2^5*3^3*5^1*7^2*11^2*19^1
386	486748080	960	2^4*3^2*5^1*7^1*13^1*17^1*19^1*23^1
387	487687200	864	2^5*3^1*5^2*7^2*11^1*13^1*29^1
388	487733400	960	2^3*3^4*5^2*7^1*11^1*17^1*23^1
389	488376000	896	2^6*3^3*5^3*7^1*17^1*19^1
390	488759040	864	2^8*3^2*5^1*7^1*11^1*19^1*29^1
391	488980800	840	2^6*3^4*5^2*7^3*11^1
392	490089600	1152	2^7*3^2*5^2*7^1*11^1*13^1*17^1
393	491891400	864	2^3*3^3*5^2*7^2*11^1*13^2
394	491974560	960	2^5*3^4*5^1*7^1*11^1*17^1*29^1
395	492445800	864	2^3*3^2*5^2*7^1*11^2*17^1*19^1
396	492972480	1120	2^6*3^4*5^1*7^1*11^1*13^1*19^1
397	493152660	864	2^2*3^2*5^1*7^2*11^1*13^1*17^1*23^1
398	493802400	864	2^5*3^1*5^2*7^2*13^1*17^1*19^1
399	494802000	960	2^4*3^3*5^3*7^2*11^1*17^1
400	495331200	864	2^7*3^5*5^2*7^2*13^1
401	496215720	896	2^3*3^6*5^1*7^1*11^1*13^1*17^1
402	496395900	864	2^2*3^2*5^2*7^1*11^1*13^1*19^1*29^1
403	496601280	840	2^6*3^4*5^1*7^2*17^1*23^1
404	497296800	1152	2^5*3^3*5^2*7^1*11^1*13^1*23^1
405	497629440	864	2^8*3^3*5^1*7^1*11^2*17^1
406	497712600	864	2^3*3^5*5^2*7^2*11^1*19^1
