id	n	tau	factorization
3283	1476951840	864	2^5*3^3*5^1*7^1*13^2*17^2
3284	1477337400	1152	2^3*3^3*5^2*7^1*11^2*17^1*19^1
3285	1477681920	864	2^8*3^3*5^1*11^1*13^2*23^1
3286	1477808640	960	2^9*3^2*5^1*7^3*11^1*17^1
3287	1477980000	960	2^5*3^3*5^4*7^1*17^1*23^1
3288	1477990800	900	2^4*3^4*5^2*11^2*13^1*29^1
3289	1478917440	1344	2^6*3^5*5^1*7^1*11^1*13^1*19^1
3290	1479139200	1152	2^7*3^2*5^2*7^1*11^1*23^1*29^1
3291	1479457980	1152	2^2*3^3*5^1*7^2*11^1*13^1*17^1*23^1
3292	1479878400	972	2^8*3^1*5^2*7^2*11^2*13^1
3293	1480066560	960	2^9*3^3*5^1*7^2*19^1*23^1
3294	1480479000	1024	2^3*3^1*5^3*7^1*11^1*13^1*17^1*29^1
3295	1480550400	864	2^11*3^5*5^2*7^1*17^1
3296	1481407200	1296	2^5*3^2*5^2*7^2*13^1*17^1*19^1
3297	1481911200	864	2^5*3^7*5^2*7^1*11^2
3298	1482062400	1008	2^6*3^3*5^2*7^1*13^2*29^1
3299	1482202800	840	2^4*3^6*5^2*13^1*17^1*23^1
3300	1482521040	960	2^4*3^2*5^1*7^1*11^3*13^1*17^1
3301	1482624000	880	2^10*3^4*5^3*11^1*13^1
3302	1482709536	960	2^5*3^4*7^1*11^1*17^1*19^1*23^1
3303	1483130880	864	2^11*3^2*5^1*7^1*11^2*19^1
3304	1483241760	960	2^5*3^3*5^1*7^4*11^1*13^1
3305	1483482000	960	2^4*3^1*5^3*7^1*11^1*13^2*19^1
3306	1483732800	1008	2^6*3^2*5^2*11^1*17^1*19^1*29^1
3307	1483920900	864	2^2*3^2*5^2*7^3*11^1*19^1*23^1
3308	1484406000	1200	2^4*3^4*5^3*7^2*11^1*17^1
3309	1484663040	864	2^8*3^3*5^1*7^1*17^1*19^2
3310	1484786160	960	2^4*3^3*5^1*11^2*13^1*19^1*23^1
3311	1485570240	1008	2^6*3^3*5^1*7^2*11^2*29^1
3312	1485862560	1152	2^5*3^2*5^1*7^1*13^1*17^1*23^1*29^1
3313	1485993600	1008	2^7*3^6*5^2*7^2*13^1
3314	1486425600	960	2^9*3^3*5^2*11^1*17^1*23^1
3315	1486485000	960	2^3*3^3*5^4*7^1*11^2*13^1
3316	1486605120	1008	2^6*3^1*5^1*7^2*11^1*13^2*17^1
3317	1486674000	960	2^4*3^5*5^3*7^1*19^1*23^1
3318	1486742400	864	2^7*3^2*5^2*11^1*13^1*19^2
3319	1487104920	960	2^3*3^4*5^1*7^2*17^1*19^1*29^1
3320	1487640000	840	2^6*3^1*5^4*7^2*11^1*23^1
3321	1487772000	864	2^5*3^2*5^3*11^1*13^1*17^2
3322	1488647160	1024	2^3*3^7*5^1*7^1*11^1*13^1*17^1
3323	1488876480	1008	2^6*3^2*5^1*7^1*13^2*19^1*23^1
3324	1489187700	1152	2^2*3^3*5^2*7^1*11^1*13^1*19^1*29^1
3325	1489662720	864	2^8*3^2*5^1*7^3*13^1*29^1
3326	1489752000	840	2^6*3^4*5^3*11^2*19^1
3327	1489803840	1008	2^6*3^5*5^1*7^2*17^1*23^1
3328	1489872384	960	2^9*3^2*7^1*11^1*13^1*17^1*19^1
3329	1490121360	900	2^4*3^4*5^1*7^2*13^1*19^2
3330	1490227200	936	2^12*3^3*5^2*7^2*11^1
3331	1490296500	864	2^2*3^2*5^3*7^1*11^2*17^1*23^1
3332	1490344800	864	2^5*3^1*5^2*7^2*19^1*23^1*29^1
3333	1490832000	1024	2^7*3^3*5^3*7^1*17^1*29^1
3334	1491890400	1440	2^5*3^4*5^2*7^1*11^1*13^1*23^1
3335	1492260000	960	2^5*3^1*5^4*7^1*11^1*17^1*19^1
3336	1492322832	960	2^4*3^3*7^2*11^1*13^1*17^1*29^1
3337	1492888320	1080	2^8*3^4*5^1*7^1*11^2*17^1
3338	1492920000	840	2^6*3^2*5^4*11^1*13^1*29^1
3339	1493137800	1008	2^3*3^6*5^2*7^2*11^1*19^1
3340	1493752260	864	2^2*3^1*5^1*7^2*11^2*13^1*17^1*19^1
3341	1493856000	1152	2^8*3^3*5^3*7^1*13^1*19^1
3342	1494108000	864	2^5*3^2*5^3*7^3*11^2
3343	1494402000	960	2^4*3^1*5^3*7^2*13^1*17^1*23^1
3344	1494412920	864	2^3*3^2*5^1*7^1*11^2*13^2*29^1
3345	1494430560	864	2^5*3^5*5^1*7^1*17^2*19^1
3346	1495169280	864	2^8*3^5*5^1*11^1*19^1*23^1
3347	1495349856	864	2^5*3^3*7^2*11^1*13^2*19^1
3348	1495401600	864	2^7*3^1*5^2*7^2*11^1*17^2
3349	1495715760	960	2^4*3^3*5^1*7^1*11^1*17^1*23^2
3350	1496034540	864	2^2*3^2*5^1*7^1*11^1*13^1*19^2*23^1
3351	1496313000	960	2^3*3^4*5^3*7^2*13^1*29^1
3352	1496523600	1200	2^4*3^4*5^2*11^1*13^1*17^1*19^1
3353	1496824560	960	2^4*3^2*5^1*7^3*11^1*19^1*29^1
3354	1496880000	960	2^7*3^5*5^4*7^1*11^1
3355	1497000960	1056	2^10*3^3*5^1*7^2*13^1*17^1
3356	1497628440	896	2^3*3^6*5^1*7^1*11^1*23^1*29^1
3357	1497686400	1152	2^7*3^2*5^2*7^1*17^1*19^1*23^1
3358	1498348800	864	2^8*3^3*5^2*13^1*23^1*29^1
3359	1498376880	1080	2^4*3^5*5^1*7^2*11^2*13^1
3360	1498671720	960	2^3*3^4*5^1*7^1*13^2*17^1*23^1
3361	1499097600	1080	2^9*3^2*5^2*7^1*11^1*13^2
3362	1499541120	1024	2^7*3^3*5^1*7^3*11^1*23^1
3363	1499601600	1008	2^6*3^5*5^2*7^1*19^1*29^1
3364	1499674176	840	2^6*3^4*7^1*11^1*13^1*17^2
3365	1499784000	896	2^6*3^1*5^3*11^1*13^1*19^1*23^1
3366	1500149700	864	2^2*3^3*5^2*7^2*17^1*23^1*29^1
3367	1500576000	864	2^8*3^1*5^3*7^2*11^1*29^1
3368	1500899400	1152	2^3*3^2*5^2*7^3*11^1*13^1*17^1
3369	1501038000	960	2^4*3^3*5^3*7^1*11^1*19^2
3370	1501774560	864	2^5*3^3*5^1*11^2*13^2*17^1
3371	1502323200	840	2^9*3^6*5^2*7^1*23^1
3372	1502504640	840	2^6*3^4*5^1*7^3*13^2
3373	1502941440	1152	2^8*3^1*5^1*7^1*11^1*13^1*17^1*23^1
3374	1503192600	1152	2^3*3^3*5^2*7^2*13^1*19^1*23^1
3375	1503255600	1080	2^4*3^2*5^2*7^1*11^2*17^1*29^1
3376	1503684000	1152	2^5*3^5*5^3*7^1*13^1*17^1
3377	1504198080	1344	2^6*3^3*5^1*7^2*11^1*17^1*19^1
3378	1504863360	1280	2^7*3^4*5^1*7^1*11^1*13^1*29^1
3379	1505552400	960	2^4*3^3*5^2*11^1*19^1*23^1*29^1
3380	1506235500	864	2^2*3^5*5^3*7^2*11^1*23^1
3381	1506304800	1296	2^5*3^2*5^2*7^1*11^2*13^1*19^1
3382	1506496320	840	2^6*3^4*5^1*7^1*19^2*23^1
3383	1506960000	960	2^7*3^2*5^4*7^1*13^1*23^1
3384	1507396800	1008	2^6*3^1*5^2*7^2*13^1*17^1*29^1
3385	1507539600	900	2^4*3^4*5^2*7^1*17^2*23^1
3386	1507860900	864	2^2*3^3*5^2*7^1*13^1*17^1*19^2
3387	1507968000	1056	2^10*3^2*5^3*7^1*11^1*17^1
3388	1508220000	900	2^5*3^4*5^4*7^2*19^1
3389	1508466960	1080	2^4*3^2*5^1*7^2*11^1*13^2*23^1
3390	1508721984	896	2^6*3^3*7^1*11^1*17^1*23^1*29^1
3391	1508855040	864	2^8*3^7*5^1*7^2*11^1
3392	1509475968	864	2^7*3^2*7^2*11^2*13^1*17^1
3393	1509580800	840	2^13*3^4*5^2*7^1*13^1
3394	1509651000	1024	2^3*3^3*5^3*11^1*13^1*17^1*23^1
3395	1509728220	960	2^2*3^4*5^1*7^3*11^1*13^1*19^1
3396	1510088580	864	2^2*3^2*5^1*7^1*11^1*13^1*17^2*29^1
3397	1510167120	960	2^4*3^1*5^1*7^1*11^2*17^1*19^1*23^1
3398	1510454400	864	2^7*3^1*5^2*7^2*13^2*19^1
3399	1510709760	960	2^9*3^2*5^1*7^1*17^1*19^1*29^1
3400	1510835040	864	2^5*3^2*5^1*11^2*13^1*23^1*29^1
3401	1511395200	960	2^7*3^4*5^2*7^3*17^1
3402	1511640000	840	2^6*3^2*5^4*13^1*17^1*19^1
3403	1511782272	1024	2^7*3^3*7^1*11^1*13^1*19^1*23^1
3404	1512098280	960	2^3*3^4*5^1*7^1*11^2*19^1*29^1
3405	1512276480	960	2^9*3^5*5^1*11^1*13^1*17^1
3406	1512529200	960	2^4*3^7*5^2*7^1*13^1*19^1
3407	1512756000	960	2^5*3^4*5^3*7^1*23^1*29^1
3408	1512825600	864	2^8*3^1*5^2*11^1*13^1*19^1*29^1
3409	1513151640	1152	2^3*3^2*5^1*7^1*11^1*13^2*17^1*19^1
3410	1513512000	1344	2^6*3^3*5^3*7^2*11^1*13^1
3411	1514094120	864	2^3*3^5*5^1*7^2*11^1*17^2
3412	1514205000	960	2^3*3^2*5^4*7^1*11^1*19^1*23^1
3413	1514643900	864	2^2*3^1*5^2*7^2*11^1*17^1*19^1*29^1
3414	1514822400	972	2^8*3^2*5^2*7^1*13^1*17^2
3415	1514842560	1008	2^6*3^5*5^1*7^1*11^2*23^1
3416	1515313800	864	2^3*3^2*5^2*7^1*11^1*13^1*29^2
3417	1515571200	864	2^11*3^2*5^2*11^1*13^1*23^1
3418	1516214700	1080	2^2*3^4*5^2*7^1*11^2*13^1*17^1
3419	1516263840	1152	2^5*3^3*5^1*7^2*13^1*19^1*29^1
3420	1516407480	896	2^3*3^6*5^1*7^1*17^1*19^1*23^1
3421	1516838400	1200	2^9*3^4*5^2*7^1*11^1*19^1
3422	1517392800	1296	2^5*3^2*5^2*7^2*11^1*17^1*23^1
3423	1517716200	864	2^3*3^1*5^2*7^2*11^1*13^1*19^2
3424	1517836320	1008	2^5*3^6*5^1*7^1*11^1*13^2
3425	1518531300	864	2^2*3^5*5^2*11^1*13^1*19^1*23^1
3426	1519015680	1080	2^8*3^4*5^1*7^2*13^1*23^1
3427	1519333200	1080	2^4*3^5*5^2*7^2*11^1*29^1
3428	1519392000	864	2^8*3^1*5^3*7^2*17^1*19^1
3429	1519518000	960	2^4*3^1*5^3*7^1*11^2*13^1*23^1
3430	1519547040	864	2^5*3^5*5^1*11^2*17^1*19^1
3431	1519711200	864	2^5*3^3*5^2*7^1*19^1*23^2
3432	1520064000	960	2^9*3^2*5^3*7^1*13^1*29^1
3433	1520391600	1080	2^4*3^3*5^2*7^2*13^2*17^1
3434	1520648640	840	2^6*3^4*5^1*7^1*17^2*29^1
3435	1520788500	864	2^2*3^3*5^3*7^2*11^2*19^1
3436	1521728208	960	2^4*3^5*7^1*11^1*13^1*17^1*23^1
3437	1522105200	1080	2^4*3^2*5^2*7^1*11^1*17^2*19^1
3438	1522160640	1056	2^10*3^3*5^1*7^1*11^2*13^1
3439	1522280760	1024	2^3*3^1*5^1*7^1*11^1*13^1*19^1*23^1*29^1
3440	1522778400	1152	2^5*3^3*5^2*11^1*13^1*17^1*29^1
3441	1522857600	864	2^7*3^2*5^2*11^2*19^1*23^1
3442	1523733120	1280	2^7*3^4*5^1*7^1*13^1*17^1*19^1
3443	1523961600	864	2^8*3^1*5^2*7^1*17^1*23^1*29^1
3444	1523990160	960	2^4*3^3*5^1*7^3*11^2*17^1
3445	1524290040	864	2^3*3^2*5^1*7^2*13^1*17^2*23^1
3446	1524978000	960	2^4*3^2*5^3*7^3*13^1*19^1
3447	1525043520	1008	2^6*3^2*5^1*7^1*11^1*13^1*23^2
3448	1525362300	864	2^2*3^3*5^2*7^1*11^2*23^1*29^1
3449	1525797000	896	2^3*3^6*5^3*7^1*13^1*23^1
3450	1525867200	1008	2^6*3^3*5^2*11^1*13^2*19^1
3451	1526124600	864	2^3*3^2*5^2*7^2*11^3*13^1
3452	1526239260	864	2^2*3^5*5^1*7^2*13^1*17^1*29^1
3453	1526318640	1200	2^4*3^4*5^1*7^2*11^1*19^1*23^1
3454	1526424900	864	2^2*3^1*5^2*7^1*11^1*13^2*17^1*23^1
3455	1526817600	1176	2^6*3^6*5^2*7^1*11^1*17^1
3456	1527052800	960	2^9*3^1*5^2*7^1*13^1*19^1*23^1
3457	1527372000	1152	2^5*3^2*5^3*7^1*11^1*19^1*29^1
3458	1527445920	864	2^5*3^1*5^1*7^1*11^2*13^1*17^2
3459	1528188480	840	2^6*3^2*5^1*7^4*13^1*17^1
3460	1528329600	864	2^7*3^3*5^2*7^2*19^2
3461	1528956000	864	2^5*3^5*5^3*11^2*13^1
3462	1529079552	864	2^8*3^3*7^1*11^1*13^2*17^1
3463	1529335080	864	2^3*3^5*5^1*7^2*13^2*19^1
3464	1529388000	864	2^5*3^3*5^3*7^2*17^2
3465	1529478720	896	2^6*3^3*5^1*7^1*11^3*19^1
3466	1529564400	1080	2^4*3^2*5^2*7^2*13^1*23^1*29^1
3467	1529779680	1152	2^5*3^2*5^1*11^1*13^1*17^1*19^1*23^1
3468	1530144000	1152	2^8*3^3*5^3*7^1*11^1*23^1
3469	1530328800	864	2^5*3^1*5^2*7^3*11^1*13^2
3470	1530587520	1152	2^7*3^2*5^1*7^2*11^1*17^1*29^1
3471	1531058760	960	2^3*3^4*5^1*7^1*11^1*17^1*19^2
3472	1531530000	1200	2^4*3^2*5^4*7^1*11^1*13^1*17^1
3473	1531674144	864	2^5*3^3*7^2*11^2*13^1*23^1
3474	1531735920	960	2^4*3^5*5^1*11^1*13^1*19^1*29^1
3475	1532430900	864	2^2*3^7*5^2*7^2*11^1*13^1
3476	1532731200	1008	2^6*3^1*5^2*7^1*11^2*13^1*29^1
3477	1532876400	900	2^4*3^4*5^2*11^2*17^1*23^1
3478	1532926080	1024	2^7*3^3*5^1*7^1*19^1*23^1*29^1
3479	1533168000	960	2^7*3^4*5^3*7^1*13^2
3480	1533621600	864	2^5*3^5*5^2*7^3*23^1
3481	1533692160	1296	2^8*3^2*5^1*7^2*11^1*13^1*19^1
3482	1533757680	840	2^4*3^6*5^1*7^1*13^1*17^2
3483	1534314600	1152	2^3*3^2*5^2*7^1*13^1*17^1*19^1*29^1
3484	1534394400	864	2^5*3^1*5^2*7^1*11^1*19^2*23^1
3485	1534515840	896	2^7*3^6*5^1*11^1*13^1*23^1
3486	1534680000	840	2^6*3^3*5^4*7^2*29^1
3487	1534896000	1024	2^7*3^3*5^3*11^1*17^1*19^1
3488	1535798880	864	2^5*3^8*5^1*7^1*11^1*19^1
3489	1535905800	864	2^3*3^5*5^2*11^1*13^2*17^1
3490	1536214680	1024	2^3*3^3*5^1*7^3*11^1*13^1*29^1
3491	1536430896	960	2^4*3^3*7^1*11^2*13^1*17^1*19^1
3492	1536796800	1080	2^7*3^4*5^2*7^2*11^2
3493	1537099200	1344	2^6*3^3*5^2*7^1*13^1*17^1*23^1
3494	1537420500	960	2^2*3^4*5^3*7^1*11^1*17^1*29^1
3495	1538127360	960	2^9*3^3*5^1*7^1*11^1*17^2
3496	1538304768	864	2^8*3^2*7^1*11^1*13^1*23^1*29^1
3497	1538384400	1080	2^4*3^5*5^2*7^2*17^1*19^1
3498	1539064800	1008	2^5*3^6*5^2*7^1*13^1*29^1
3499	1539252000	864	2^5*3^2*5^3*11^1*13^2*23^1
3500	1539384000	896	2^6*3^1*5^3*7^3*11^1*17^1
3501	1539590976	840	2^6*3^4*7^2*11^1*19^1*29^1
3502	1539698160	960	2^4*3^1*5^1*7^1*11^1*13^2*17^1*29^1
3503	1539707400	864	2^3*3^3*5^2*7^2*11^1*23^2
3504	1540281600	972	2^8*3^2*5^2*11^2*13^1*17^1
3505	1540539000	1280	2^3*3^4*5^3*7^1*11^1*13^1*19^1
3506	1541030400	960	2^9*3^3*5^2*7^3*13^1
3507	1541736000	1008	2^6*3^2*5^3*7^2*19^1*23^1
3508	1541872800	864	2^5*3^3*5^2*13^1*17^2*19^1
3509	1542240000	900	2^8*3^4*5^4*7^1*17^1
3510	1542895200	864	2^5*3^2*5^2*7^1*11^3*23^1
3511	1543011120	960	2^4*3^5*5^1*7^1*17^1*23^1*29^1
3512	1543449600	1056	2^10*3^3*5^2*7^1*11^1*29^1
3513	1543782240	1440	2^5*3^4*5^1*7^2*11^1*13^1*17^1
3514	1544489100	1152	2^2*3^3*5^2*7^1*11^1*17^1*19^1*23^1
3515	1544928000	864	2^8*3^1*5^3*7^1*11^2*19^1
3516	1544981760	864	2^8*3^2*5^1*7^3*17^1*23^1
3517	1545172200	960	2^3*3^4*5^2*11^1*13^1*23^1*29^1
3518	1545944400	1080	2^4*3^3*5^2*7^1*11^2*13^2
3519	1546140960	1152	2^5*3^5*5^1*7^1*13^1*19^1*23^1
3520	1546205760	840	2^6*3^4*5^1*11^2*17^1*29^1
3521	1546524000	864	2^5*3^2*5^3*7^1*17^1*19^2
3522	1547145600	1152	2^7*3^1*5^2*7^2*11^1*13^1*23^1
3523	1547175168	864	2^8*3^5*7^1*11^1*17^1*19^1
3524	1547208000	896	2^6*3^3*5^3*13^1*19^1*29^1
3525	1547469000	864	2^3*3^2*5^3*7^2*11^2*29^1
3526	1547910000	900	2^4*3^5*5^4*7^2*13^1
3527	1548360000	840	2^6*3^2*5^4*11^1*17^1*23^1
3528	1548439200	1152	2^5*3^3*5^2*7^3*11^1*19^1
3529	1548808800	864	2^5*3^1*5^2*7^1*11^1*17^2*29^1
3530	1549270800	960	2^4*3^7*5^2*7^1*11^1*23^1
3531	1549342080	960	2^7*3^4*5^1*11^2*13^1*19^1
3532	1549779840	864	2^7*3^2*5^1*7^2*17^2*19^1
3533	1549908360	1152	2^3*3^2*5^1*7^1*11^2*13^1*17^1*23^1
3534	1550465280	1152	2^8*3^3*5^1*7^1*13^1*17^1*29^1
3535	1550545920	1056	2^10*3^2*5^1*7^1*11^1*19^1*23^1
3536	1551175200	864	2^5*3^2*5^2*17^1*19^1*23^1*29^1
3537	1551312000	896	2^7*3^6*5^3*7^1*19^1
3538	1551566016	840	2^6*3^4*7^1*11^1*13^2*23^1
3539	1551879000	960	2^3*3^4*5^3*7^2*17^1*23^1
3540	1551890340	864	2^2*3^5*5^1*7^1*11^2*13^1*29^1
3541	1551950400	1344	2^6*3^1*5^2*7^1*11^1*13^1*17^1*19^1
3542	1552320000	900	2^9*3^2*5^4*7^2*11^1
3543	1552636800	864	2^7*3^2*5^2*11^1*13^2*29^1
3544	1552863312	840	2^4*3^6*7^2*11^1*13^1*19^1
3545	1553096160	1152	2^5*3^3*5^1*7^2*11^1*23^1*29^1
3546	1553610240	960	2^9*3^3*5^1*7^1*13^2*19^1
3547	1553872320	1008	2^6*3^2*5^1*7^3*11^2*13^1
3548	1554052500	960	2^2*3^3*5^4*7^1*11^1*13^1*23^1
3549	1554178080	864	2^5*3^1*5^1*7^2*13^2*17^1*23^1
3550	1554502950	864	2^1*3^2*5^2*7^2*11^1*13^1*17^1*29^1
3551	1554577920	840	2^9*3^6*5^1*7^2*17^1
3552	1554583800	864	2^3*3^1*5^2*7^2*11^2*19^1*23^1
3553	1555092000	1152	2^5*3^3*5^3*7^1*11^2*17^1
3554	1555142400	972	2^8*3^2*5^2*7^2*19^1*29^1
3555	1555477560	1024	2^3*3^3*5^1*7^3*13^1*17^1*19^1
3556	1556100000	864	2^5*3^2*5^5*7^1*13^1*19^1
3557	1556165520	900	2^4*3^4*5^1*7^2*13^2*29^1
3558	1556617920	896	2^6*3^1*5^1*11^1*13^1*17^1*23^1*29^1
3559	1556755200	1296	2^8*3^5*5^2*7^1*11^1*13^1
3560	1557468000	960	2^5*3^4*5^3*11^1*19^1*23^1
3561	1557593856	864	2^8*3^2*7^1*13^1*17^1*19^1*23^1
3562	1557656100	972	2^2*3^2*5^2*7^2*11^1*13^2*19^1
3563	1557919440	1280	2^4*3^3*5^1*7^1*11^1*17^1*19^1*29^1
3564	1557964800	864	2^11*3^3*5^2*7^2*23^1
3565	1558626300	864	2^2*3^5*5^2*7^3*11^1*17^1
3566	1559376000	1152	2^7*3^2*5^3*7^2*13^1*17^1
3567	1559535120	840	2^4*3^6*5^1*11^2*13^1*17^1
3568	1559703600	900	2^4*3^4*5^2*7^1*13^1*23^2
3569	1560101400	864	2^3*3^2*5^2*11^2*13^1*19^1*29^1
3570	1560599040	960	2^9*3^1*5^1*7^2*11^1*13^1*29^1
3571	1560746880	1280	2^7*3^4*5^1*7^1*11^1*17^1*23^1
3572	1561079520	1152	2^5*3^3*5^1*7^1*11^1*13^1*19^2
3573	1561560000	840	2^6*3^1*5^4*7^1*11^1*13^2
3574	1561824000	864	2^8*3^2*5^3*11^1*17^1*29^1
3575	1562022000	960	2^4*3^2*5^3*7^3*11^1*23^1
3576	1562160600	1152	2^3*3^3*5^2*7^1*11^1*13^1*17^2
3577	1562340780	864	2^2*3^2*5^1*7^1*11^1*13^2*23^1*29^1
3578	1562742720	896	2^6*3^7*5^1*7^1*11^1*29^1
3579	1562803200	1056	2^10*3^3*5^2*7^1*17^1*19^1
3580	1562932800	1008	2^6*3^3*5^2*11^2*13^1*23^1
3581	1563385824	864	2^5*3^2*7^1*11^2*13^1*17^1*29^1
3582	1563831360	1008	2^6*3^5*5^1*7^1*13^2*17^1
3583	1564239600	1080	2^4*3^5*5^2*7^1*11^2*19^1
3584	1564399200	864	2^5*3^1*5^2*7^1*13^2*19^1*29^1
3585	1564547400	960	2^3*3^4*5^2*13^1*17^1*19^1*23^1
3586	1564738560	880	2^10*3^4*5^1*7^3*11^1
3587	1564920000	840	2^6*3^5*5^4*7^1*23^1
3588	1564992000	960	2^9*3^2*5^3*11^1*13^1*19^1
3589	1565373600	1080	2^5*3^4*5^2*7^2*17^1*29^1
3590	1565593920	840	2^6*3^4*5^1*11^1*17^2*19^1
3591	1566484920	1152	2^3*3^5*5^1*7^2*11^1*13^1*23^1
3592	1566873000	1152	2^3*3^2*5^3*7^2*11^1*17^1*19^1
3593	1567238400	972	2^8*3^2*5^2*7^1*13^2*23^1
3594	1567566000	1280	2^4*3^3*5^3*7^1*11^1*13^1*29^1
3595	1568101920	864	2^5*3^1*5^1*7^2*11^2*19^1*29^1
3596	1568286720	1152	2^11*3^2*5^1*7^1*11^1*13^1*17^1
3597	1568548800	1260	2^6*3^4*5^2*7^2*13^1*19^1
3598	1569004800	864	2^8*3^1*5^2*11^1*17^1*19^1*23^1
3599	1569122100	864	2^2*3^2*5^2*7^3*13^1*17^1*23^1
3600	1569728160	960	2^5*3^4*5^1*7^1*11^3*13^1
3601	1570037040	960	2^4*3^3*5^1*11^1*13^2*17^1*23^1
3602	1570171680	864	2^5*3^2*5^1*7^3*11^1*17^2
3603	1570947840	972	2^8*3^2*5^1*7^2*11^2*23^1
3604	1571011200	960	2^7*3^4*5^2*11^1*19^1*29^1
3605	1571349780	1152	2^2*3^5*5^1*7^1*11^1*13^1*17^1*19^1
3606	1571585400	1152	2^3*3^2*5^2*7^1*11^1*17^1*23^1*29^1
3607	1571724000	1008	2^5*3^6*5^3*7^2*11^1
3608	1572105600	864	2^7*3^2*5^2*13^2*17^1*19^1
3609	1572370800	1080	2^4*3^1*5^2*7^2*11^2*13^1*17^1
3610	1572480000	880	2^10*3^3*5^4*7^1*13^1
3611	1572570720	1152	2^5*3^3*5^1*7^2*17^1*19^1*23^1
3612	1573017600	864	2^11*3^1*5^2*7^2*11^1*19^1
3613	1573084800	864	2^7*3^5*5^2*7^1*17^2
3614	1573266240	1120	2^6*3^4*5^1*7^1*13^1*23^1*29^1
3615	1573656000	896	2^6*3^1*5^3*7^1*17^1*19^1*29^1
3616	1574052480	1152	2^7*3^3*5^1*7^2*11^1*13^2
3617	1574581680	840	2^4*3^6*5^1*7^2*19^1*29^1
3618	1574691300	864	2^2*3^3*5^2*7^1*13^2*17^1*29^1
3619	1574773200	1440	2^4*3^2*5^2*7^1*11^1*13^1*19^1*23^1
3620	1575288000	1120	2^6*3^4*5^3*11^1*13^1*17^1
3621	1575604800	1008	2^6*3^2*5^2*7^3*11^1*29^1
3622	1575826560	1152	2^7*3^2*5^1*7^1*11^2*17^1*19^1
3623	1576512000	960	2^9*3^2*5^3*7^1*17^1*23^1
3624	1576523520	864	2^8*3^3*5^1*11^2*13^1*29^1
3625	1576575000	864	2^3*3^2*5^5*7^2*11^1*13^1
3626	1577511936	880	2^10*3^4*7^1*11^1*13^1*19^1
3627	1577961000	960	2^3*3^4*5^3*7^1*11^2*23^1
3628	1578088512	1008	2^6*3^2*7^2*11^1*13^1*17^1*23^1
3629	1578152160	960	2^5*3^4*5^1*13^1*17^1*19^1*29^1
3630	1578418380	864	2^2*3^3*5^1*7^2*11^2*17^1*29^1
3631	1578528000	864	2^8*3^5*5^3*7^1*29^1
3632	1578868200	1008	2^3*3^6*5^2*7^2*13^1*17^1
3633	1579327200	864	2^5*3^3*5^2*11^1*17^2*23^1
3634	1579441500	864	2^2*3^2*5^3*7^2*13^1*19^1*29^1
3635	1579663800	864	2^3*3^2*5^2*11^1*13^1*17^1*19^2
3636	1580040000	1120	2^6*3^3*5^4*7^1*11^1*19^1
3637	1580106528	864	2^5*3^5*7^2*11^1*13^1*29^1
3638	1580167680	960	2^9*3^1*5^1*7^2*13^1*17^1*19^1
3639	1580298720	864	2^5*3^1*5^1*7^1*11^2*13^2*23^1
3640	1580705280	840	2^9*3^6*5^1*7^1*11^2
3641	1580830020	960	2^2*3^4*5^1*7^1*11^1*19^1*23^1*29^1
3642	1581016320	864	2^8*3^5*5^1*13^1*17^1*23^1
3643	1581079500	864	2^2*3^5*5^3*7^1*11^1*13^2
3644	1581346800	840	2^4*3^6*5^2*11^1*17^1*29^1
3645	1581620040	1152	2^3*3^3*5^1*7^2*11^2*13^1*19^1
3646	1581931260	864	2^2*3^2*5^1*7^1*13^2*17^1*19^1*23^1
3647	1582308000	1152	2^5*3^3*5^3*7^2*13^1*23^1
3648	1582338240	896	2^6*3^7*5^1*7^1*17^1*19^1
3649	1582766640	960	2^4*3^2*5^1*7^3*13^1*17^1*29^1
3650	1582848960	896	2^6*3^1*5^1*7^3*11^1*19^1*23^1
3651	1582912800	864	2^5*3^3*5^2*7^1*19^2*29^1
3652	1582989408	864	2^5*3^2*7^1*11^1*13^1*17^2*19^1
3653	1583366400	1296	2^8*3^3*5^2*7^2*11^1*17^1
3654	1583699040	864	2^5*3^5*5^1*7^1*11^1*23^2
3655	1584554400	1008	2^5*3^6*5^2*11^1*13^1*19^1
3656	1584792000	896	2^6*3^3*5^3*11^1*23^1*29^1
3657	1584983400	864	2^3*3^1*5^2*7^2*11^1*13^2*29^1
3658	1585059840	864	2^11*3^5*5^1*7^2*13^1
3659	1585133550	960	2^1*3^4*5^2*7^1*11^1*13^1*17^1*23^1
3660	1585251360	864	2^5*3^2*5^1*7^1*11^1*17^1*29^2
3661	1585584000	1152	2^7*3^2*5^3*7^1*11^2*13^1
3662	1585785600	1080	2^8*3^4*5^2*7^1*19^1*23^1
3663	1585977120	864	2^5*3^2*5^1*7^3*13^2*19^1
3664	1586193840	900	2^4*3^4*5^1*7^1*11^2*17^2
3665	1586828880	840	2^4*3^6*5^1*7^1*13^2*23^1
3666	1587222000	1280	2^4*3^3*5^3*7^1*13^1*17^1*19^1
3667	1587764640	864	2^5*3^1*5^1*7^2*11^1*17^1*19^2
3668	1587890304	896	2^7*3^6*7^1*11^1*13^1*17^1
3669	1588393800	864	2^3*3^5*5^2*7^2*23^1*29^1
3670	1588466880	1344	2^6*3^2*5^1*7^1*11^1*13^1*19^1*29^1
