category,A,M,k,E_over_C,surplus,H_ratio,budget_ratio,worst_r_over_q,theoretical_ok,actual_ok,decomp_ok,first_mismatch_x,first_mismatch_sum,first_mismatch_F,max_gap,true_ratio,C,E,V,U,budget
smooth<=100,"{22,33,49,54,60,63,70,75,96}",96,9,562.0881221719457,-7368.246382189241,2.5516304347826084,2.0997748383715398,0.0005936920222634508,False,False,False,96,9,12,100,1.2933333333333332,4.3735312306740886,2458.309956709957,4.959979313362771,2.1117257598193975,9.183430833001566
smooth<=100,"{11,15,18,40,42,50,56}",56,7,333.37349094567406,-4583.7113997114,1.897959183673469,1.7261531464074842,0.0012121212121212121,False,False,False,56,8,15,87,1.1528571428571428,4.589898989898991,1530.1506493506497,4.149813928761296,1.8865273271726901,7.922868583106677
smooth<=100,"{10,44,48,54}",54,4,52.0126582278481,-443.9636363636364,1.9113756613756614,1.360548601327659,0.006818181818181818,False,False,False,54,5,8,50,1.2357954545454546,2.872727272727273,149.41818181818184,2.5665584415584415,0.6709633156732353,3.908485072904912
smooth<=100,"{20,70,75,96}",96,4,32.48234463276837,-258.5219047619048,1.9895833333333335,1.42043472689419,0.022857142857142857,False,False,False,96,4,7,44,1.2355555555555555,2.6971428571428575,87.60952380952384,1.5660150375939845,1.1325501700431726,3.8311153776803297
smooth<=100,"{15,21,25,27}",27,4,33.5230352303523,-277.6838095238096,1.7424242424242422,1.2261650203112588,0.017142857142857144,False,False,False,45,6,7,15,1.4317460317460318,2.8114285714285723,94.24761904761907,2.354285714285714,0.5464948285518271,3.4472753713893685
smooth<=100,"{3,4}",4,2,3.125,-10.000000000000002,1.75,0.9499999999999998,0.3333333333333333,False,True,False,6,2,3,6,1.3888888888888888,1.3333333333333335,4.166666666666667,0.6666666666666666,0.30000000000000004,1.2666666666666666
smooth<=100,"{11,12,14,15,16,18,20,21}",21,8,559.0918157817542,-4945.384415584416,3.447619047619048,2.6278243762173368,0.0007575757575757576,False,False,False,22,8,9,48,1.2525252525252526,2.951515151515152,1650.1679653679657,5.360984848484848,1.1975393067207376,7.756063461926323
smooth<=100,"{20,21,24,25,28,32,33,35,36,49}",49,10,797.8938307030128,-10104.769696969699,3.7334933973589433,2.4861925951762998,0.0006060606060606061,False,False,False,49,10,13,77,1.2864761904761906,4.2242424242424255,3370.49696969697,6.3070075757575745,2.0976363298117624,10.5022802353811
smooth<=100,"{21,32,44,75,81}",81,5,323.1526695526695,-2903.916017316018,2.3973063973063975,1.7501824401116968,0.0012987012987012987,False,False,False,81,6,8,69,1.286008230452675,3.0000000000000004,969.4580086580088,3.1020408163265296,1.0742532520042805,5.250547320335091
smooth<=100,"{14,15,18}",18,3,26.544444444444444,-133.29523809523812,1.9861111111111112,1.4110845696085828,0.02857142857142857,False,False,False,30,4,5,15,1.68,1.7142857142857146,45.504761904761914,1.5714285714285712,0.42378677395021414,2.4190021193289994
smooth<=100,"{4,7,11,18}",18,4,53.723311546840954,-635.0216450216451,1.7500000000000002,1.0937109711744886,0.006493506493506494,False,False,False,18,6,8,39,1.1923076923076923,3.9740259740259747,213.49783549783552,2.7280148423005564,0.8092104826120177,4.346435807524592
smooth<=100,"{6,9,14,15}",15,4,36.40740740740742,-276.66666666666674,2.2619047619047623,1.4894364163264506,0.023809523809523808,False,False,False,18,5,6,20,1.2777777777777777,2.5714285714285716,93.61904761904765,2.6111111111111107,0.6094341225784528,3.829979356268016
smooth<=100,"{10,12,18,21,25,27,44,45}",45,8,463.98466666666667,-7223.425108225109,2.1910919540229887,1.7125007350452428,0.0004329004329004329,False,False,False,45,9,14,72,1.2297142857142858,5.194805194805196,2410.309956709957,4.798044816940165,2.049031448790289,8.896107714520744
smooth<=100,"{11,15,40,42,54}",54,5,180.24679979518692,-1823.7419913419915,1.6435185185185186,1.5931565324848642,0.0012987012987012987,False,False,False,54,5,10,73,1.2017094017094019,3.3818181818181823,609.5619047619049,2.7000478468899516,1.343858940574886,5.3877657280397235
smooth<=100,"{4,5,6,7}",7,4,50.01020408163266,-276.8380952380953,2.9999999999999996,2.1299217928358996,0.016666666666666666,False,False,False,10,5,6,20,1.2239583333333335,1.866666666666667,93.35238095238097,2.883333333333333,0.5462603399801735,3.97585401329368
smooth<=100,"{12,14,15,16,18,20,21,22}",22,8,576.2781697238461,-4945.472438672439,3.7129186602870807,2.7062094705495414,0.0007936507936507937,False,False,False,24,8,9,45,1.268253968253968,2.863492063492064,1650.1679653679657,5.511507936507936,1.118850702278868,7.749209341065672
smooth<=100,"{10,32,55,84}",84,4,160.41454081632654,-1954.5766233766237,1.6771428571428573,1.2666733857791903,0.0022727272727272726,False,False,False,84,6,12,80,1.1357142857142857,4.072727272727273,653.3246753246755,2.365982404692082,1.3964164196043107,5.158815243900703
