n,farey_size,raw_gap,f_value,total_pairs_at_gap,rank_left,rank_right,left_num,left_den,right_num,right_den,delta_num,delta_den_down,det,left_den_slack,right_den_slack,center2_left_offset,center2_right_offset,predicted_f,excess_over_predicted,predicted_template
337,34679,87,86,1,17339,17426,168,337,169,336,1,1,505,0,1,-1,2,86,0,True
338,34835,87,86,1,17417,17504,168,337,169,336,1,1,505,1,2,-1,2,86,0,True
339,35059,89,88,1,17528,17617,168,337,169,336,1,1,505,2,3,-1,2,88,0,True
340,35187,87,86,1,17508,17595,169,340,170,339,1,1,509,0,1,-2,1,86,0,True
341,35487,88,87,1,17743,17831,170,341,171,340,1,1,511,0,1,-1,2,87,0,True
342,35595,88,87,1,17797,17885,170,341,171,340,1,1,511,1,2,-1,2,87,0,True
343,35889,90,89,1,17943,18033,170,341,171,340,1,1,511,2,3,-1,2,89,0,True
344,36057,88,87,1,17942,18030,171,344,172,343,1,1,515,0,1,-2,1,87,0,True
345,36233,89,88,1,18116,18205,172,345,173,344,1,1,517,0,1,-1,2,88,0,True
346,36405,89,88,1,18202,18291,172,345,173,344,1,1,517,1,2,-1,2,88,0,True
347,36751,91,90,1,18374,18465,172,345,173,344,1,1,517,2,3,-1,2,90,0,True
348,36863,89,88,1,18344,18433,173,348,174,347,1,1,521,0,1,-2,1,88,0,True
349,37211,90,89,1,18605,18695,174,349,175,348,1,1,523,0,1,-1,2,89,0,True
350,37331,90,89,1,18665,18755,174,349,175,348,1,1,523,1,2,-1,2,89,0,True
351,37547,92,91,1,18772,18864,174,349,175,348,1,1,523,2,3,-1,2,91,0,True
352,37707,90,89,1,18765,18855,175,352,176,351,1,1,527,0,1,-2,1,89,0,True
353,38059,91,90,1,19029,19120,176,353,177,352,1,1,529,0,1,-1,2,90,0,True
354,38175,91,90,1,19087,19178,176,353,177,352,1,1,529,1,2,-1,2,90,0,True
355,38455,93,92,1,19226,19319,176,353,177,352,1,1,529,2,3,-1,2,92,0,True
356,38631,91,90,1,19226,19317,177,356,178,355,1,1,533,0,1,-2,1,90,0,True
357,38823,92,91,1,19411,19503,178,357,179,356,1,1,535,0,1,-1,2,91,0,True
358,39001,92,91,1,19500,19592,178,357,179,356,1,1,535,1,2,-1,2,91,0,True
359,39359,94,93,1,19678,19772,178,357,179,356,1,1,535,2,3,-1,2,93,0,True
360,39455,92,91,1,19637,19729,179,360,180,359,1,1,539,0,1,-2,1,91,0,True
361,39797,93,92,1,19898,19991,180,361,181,360,1,1,541,0,1,-1,2,92,0,True
362,39977,93,92,1,19988,20081,180,361,181,360,1,1,541,1,2,-1,2,92,0,True
363,40197,95,94,1,20097,20192,180,361,181,360,1,1,541,2,3,-1,2,94,0,True
364,40341,93,92,1,20079,20172,181,364,182,363,1,1,545,0,1,-2,1,92,0,True
365,40629,94,93,1,20314,20408,182,365,183,364,1,1,547,0,1,-1,2,93,0,True
366,40749,94,93,1,20374,20468,182,365,183,364,1,1,547,1,2,-1,2,93,0,True
367,41115,96,95,1,20556,20652,182,365,183,364,1,1,547,2,3,-1,2,95,0,True
368,41291,94,93,1,20553,20647,183,368,184,367,1,1,551,0,1,-2,1,93,0,True
369,41531,95,94,1,20765,20860,184,369,185,368,1,1,553,0,1,-1,2,94,0,True
370,41675,95,94,1,20837,20932,184,369,185,368,1,1,553,1,2,-1,2,94,0,True
371,41987,97,96,1,20992,21089,184,369,185,368,1,1,553,2,3,-1,2,96,0,True
372,42107,95,94,1,20960,21055,185,372,186,371,1,1,557,0,1,-2,1,94,0,True
373,42479,96,95,1,21239,21335,186,373,187,372,1,1,559,0,1,-1,2,95,0,True
374,42639,96,95,1,21319,21415,186,373,187,372,1,1,559,1,2,-1,2,95,0,True
375,42839,98,97,1,21418,21516,186,373,187,372,1,1,559,2,3,-1,2,97,0,True
376,43023,96,95,1,21417,21513,187,376,188,375,1,1,563,0,1,-2,1,95,0,True
377,43359,97,96,1,21679,21776,188,377,189,376,1,1,565,0,1,-1,2,96,0,True
378,43467,97,96,1,21733,21830,188,377,189,376,1,1,565,1,2,-1,2,96,0,True
379,43845,99,98,1,21921,22020,188,377,189,376,1,1,565,2,3,-1,2,98,0,True
380,43989,97,96,1,21899,21996,189,380,190,379,1,1,569,0,1,-2,1,96,0,True
381,44241,98,97,1,22120,22218,190,381,191,380,1,1,571,0,1,-1,2,97,0,True
382,44431,98,97,1,22215,22313,190,381,191,380,1,1,571,1,2,-1,2,97,0,True
383,44813,100,99,1,22405,22505,190,381,191,380,1,1,571,2,3,-1,2,99,0,True
384,44941,98,97,1,22374,22472,191,384,192,383,1,1,575,0,1,-2,1,97,0,True
385,45181,99,98,1,22590,22689,192,385,193,384,1,1,577,0,1,-1,2,98,0,True
386,45373,99,98,1,22686,22785,192,385,193,384,1,1,577,1,2,-1,2,98,0,True
387,45625,101,100,1,22811,22912,192,385,193,384,1,1,577,2,3,-1,2,100,0,True
388,45817,99,98,1,22811,22910,193,388,194,387,1,1,581,0,1,-2,1,98,0,True
389,46205,100,99,1,23102,23202,194,389,195,388,1,1,583,0,1,-1,2,99,0,True
390,46301,100,99,1,23150,23250,194,389,195,388,1,1,583,1,2,-1,2,99,0,True
391,46653,102,101,1,23325,23427,194,389,195,388,1,1,583,2,3,-1,2,101,0,True
392,46821,100,99,1,23312,23412,195,392,196,391,1,1,587,0,1,-2,1,99,0,True
393,47081,101,100,1,23540,23641,196,393,197,392,1,1,589,0,1,-1,2,100,0,True
394,47277,101,100,1,23638,23739,196,393,197,392,1,1,589,1,2,-1,2,100,0,True
395,47589,103,102,1,23793,23896,196,393,197,392,1,1,589,2,3,-1,2,102,0,True
396,47709,101,100,1,23755,23856,197,396,198,395,1,1,593,0,1,-2,1,100,0,True
397,48105,102,101,1,24052,24154,198,397,199,396,1,1,595,0,1,-1,2,101,0,True
398,48303,102,101,1,24151,24253,198,397,199,396,1,1,595,1,2,-1,2,101,0,True
399,48519,104,103,1,24258,24362,198,397,199,396,1,1,595,2,3,-1,2,103,0,True
400,48679,102,101,1,24239,24341,199,400,200,399,1,1,599,0,1,-2,1,101,0,True
