id	n	tau	factorization
8283	231159852	324	2^2*3^3*7^2*11^2*19^2
8284	231211008	180	2^19*3^2*7^2
8285	231319935	216	3^3*5^1*7^2*11^2*17^2
8286	231344100	225	2^2*3^4*5^2*13^4
8287	231384600	288	2^3*3^7*5^2*23^2
8288	231686832	70	2^4*3^1*13^6
8289	231727392	270	2^5*3^4*13^2*23^2
8290	231800625	135	3^2*5^4*7^2*29^2
8291	232013824	135	2^14*7^2*17^2
8292	232027335	108	3^5*5^1*19^2*23^2
8293	232115058	162	2^1*3^8*7^2*19^2
8294	232320000	330	2^10*3^1*5^4*11^2
8295	232416800	270	2^5*5^2*7^4*11^2
8296	232440516	225	2^2*3^4*7^2*11^4
8297	232532001	81	3^2*13^2*17^2*23^2
8298	233165568	162	2^8*3^1*19^2*29^2
8299	233280000	350	2^9*3^6*5^4
8300	233289000	432	2^3*3^2*5^3*7^2*23^2
8301	233327040	252	2^6*3^1*5^1*17^2*29^2
8302	233377200	450	2^4*3^5*5^2*7^4
8303	233401014	180	2^1*3^9*7^2*11^2
8304	233625600	432	2^11*3^3*5^2*13^2
8305	233722944	315	2^6*3^2*7^4*13^2
8306	233937025	81	5^2*7^2*19^2*23^2
8307	233971712	70	2^13*13^4
8308	234012672	180	2^14*3^3*23^2
8309	234090000	375	2^4*3^4*5^4*17^2
8310	234256000	160	2^7*5^3*11^4
8311	234274560	324	2^8*3^1*5^1*13^2*19^2
8312	234365481	45	3^14*7^2
8313	234375000	88	2^3*3^1*5^10
8314	234436800	378	2^6*3^1*5^2*13^2*17^2
8315	234457344	243	2^8*3^2*11^2*29^2
8316	234534482	90	2^1*7^4*13^2*17^2
8317	234577800	180	2^3*3^2*5^2*19^4
8318	234740250	216	2^1*3^2*5^3*17^2*19^2
8319	234825216	180	2^9*3^1*17^2*23^2
8320	235224000	504	2^6*3^5*5^3*11^2
8321	235233075	162	3^1*5^2*7^2*11^2*23^2
8322	235271432	108	2^3*11^2*17^2*29^2
8323	235322010	300	2^1*3^4*5^1*7^4*11^2
8324	235346281	15	23^4*29^2
8325	235426176	192	2^7*3^7*29^2
8326	235877400	432	2^3*3^3*5^2*11^2*19^2
8327	235929600	189	2^20*3^2*5^2
8328	236027904	160	2^15*3^1*7^4
8329	236196000	264	2^5*3^10*5^3
8330	236226848	162	2^5*11^2*13^2*19^2
8331	236243628	162	2^2*3^5*17^2*29^2
8332	236294415	100	3^9*5^1*7^4
8333	236390440	216	2^3*5^1*11^2*13^2*17^2
8334	236513641	21	7^2*13^6
8335	236531250	126	2^1*3^2*5^6*29^2
8336	236532615	60	3^1*5^1*11^2*19^4
8337	236555046	216	2^1*3^3*7^2*13^2*23^2
8338	236584960	108	2^17*5^1*19^2
8339	236748800	144	2^15*5^2*17^2
8340	236852100	243	2^2*3^8*5^2*19^2
8341	237160000	315	2^6*5^4*7^2*11^2
8342	237184200	300	2^3*3^4*5^2*11^4
8343	237202992	270	2^4*3^5*13^2*19^2
8344	237363840	432	2^7*3^2*5^1*7^2*29^2
8345	237367260	324	2^2*3^5*5^1*13^2*17^2
8346	237535584	180	2^5*3^1*11^4*13^2
8347	237656250	144	2^1*3^2*5^7*13^2
8348	238023184	135	2^4*7^2*19^2*29^2
8349	238140000	540	2^5*3^5*5^4*7^2
8350	238164300	270	2^2*3^9*5^2*11^2
8351	238239225	105	3^4*5^2*7^6
8352	238492800	648	2^7*3^2*5^2*7^2*13^2
8353	238517136	315	2^4*3^6*11^2*13^2
8354	238592172	126	2^2*3^1*7^6*13^2
8355	238711250	90	2^1*5^4*19^2*23^2
8356	238801500	432	2^2*3^3*5^3*7^2*19^2
8357	238887936	297	2^10*3^2*7^2*23^2
8358	238966875	180	3^3*5^4*7^2*17^2
8359	239060978	30	2^1*13^2*29^4
8360	239148450	90	2^1*3^14*5^2
8361	239160735	56	3^3*5^1*11^6
8362	239320900	243	2^2*5^2*7^2*13^2*17^2
8363	239341872	270	2^4*3^1*7^2*11^2*29^2
8364	239502744	144	2^3*3^11*13^2
8365	239542272	210	2^13*3^4*19^2
8366	239708160	360	2^11*3^4*5^1*17^2
8367	239717408	162	2^5*7^2*17^2*23^2
8368	239878144	75	2^14*11^4
8369	240000000	176	2^10*3^1*5^7
8370	240033750	180	2^1*3^1*5^4*11^2*23^2
8371	240100000	180	2^5*5^5*7^4
8372	240198010	60	2^1*5^1*13^4*29^2
8373	240240060	216	2^2*3^3*5^1*23^2*29^2
8374	240330888	252	2^3*3^6*7^2*29^2
8375	240374016	243	2^8*3^2*17^2*19^2
8376	240480240	540	2^4*3^1*5^1*7^2*11^2*13^2
8377	240844800	306	2^16*3^1*5^2*7^2
8378	240869376	252	2^13*3^5*11^2
8379	240945152	84	2^11*7^6
8380	241025625	105	3^6*5^4*23^2
8381	241208648	60	2^3*17^4*19^2
8382	241340450	42	2^1*5^2*13^6
8383	241375690	28	2^1*5^1*17^6
8384	241382700	324	2^2*3^3*5^2*13^2*23^2
8385	241473960	504	2^3*3^6*5^1*7^2*13^2
8386	241705728	324	2^8*3^3*11^2*17^2
8387	241740304	75	2^4*13^4*23^2
8388	241782624	120	2^5*3^3*23^4
8389	241864704	143	2^12*3^10
8390	242000000	168	2^7*5^6*11^2
8391	242144721	135	3^4*7^2*13^2*19^2
8392	242484242	90	2^1*7^2*11^4*13^2
8393	242544984	120	2^3*3^1*11^2*17^4
8394	242622147	30	3^1*17^2*23^4
8395	242704512	216	2^7*3^8*17^2
8396	242851840	252	2^13*5^1*7^2*11^2
8397	242880800	162	2^5*5^2*19^2*29^2
8398	243000000	294	2^6*3^5*5^6
8399	243009375	108	3^1*5^5*7^2*23^2
8400	243049000	144	2^3*5^3*17^2*29^2
8401	243101250	250	2^1*3^4*5^4*7^4
8402	243360000	405	2^8*3^2*5^4*13^2
8403	243461400	360	2^3*3^1*5^2*7^4*13^2
8404	243486243	162	3^5*7^2*11^2*13^2
8405	243547236	105	2^2*3^6*17^4
8406	243763200	324	2^11*3^2*5^2*23^2
8407	243843750	168	2^1*3^3*5^6*17^2
8408	243855360	468	2^12*3^5*5^1*7^2
8409	243864768	210	2^6*3^1*7^4*23^2
8410	244036000	216	2^5*5^3*13^2*19^2
8411	244140625	13	5^12
8412	244205000	180	2^3*5^4*13^2*17^2
8413	244226400	324	2^5*3^1*5^2*11^2*29^2
8414	244328161	45	7^4*11^2*29^2
8415	244351875	50	3^1*5^4*19^4
8416	244532736	360	2^9*3^3*7^2*19^2
8417	244609600	189	2^6*5^2*17^2*23^2
8418	245025000	360	2^3*3^4*5^5*11^2
8419	245235600	315	2^4*3^6*5^2*29^2
8420	245381808	270	2^4*3^1*7^2*17^2*19^2
8421	245551740	180	2^2*3^1*5^1*7^2*17^4
8422	245598912	252	2^6*3^3*13^2*29^2
8423	245705625	135	3^2*5^4*11^2*19^2
8424	245760000	180	2^17*3^1*5^4
8425	245794560	324	2^8*3^1*5^1*11^2*23^2
8426	245862400	195	2^12*5^2*7^4
8427	245887488	450	2^9*3^4*7^2*11^2
8428	245916810	180	2^1*3^4*5^1*19^2*29^2
8429	246037500	180	2^2*3^9*5^5
8430	246451686	108	2^1*3^1*13^2*17^2*29^2
8431	246741264	405	2^4*3^2*7^2*11^2*17^2
8432	246767040	280	2^6*3^3*5^1*13^4
8433	246810240	336	2^7*3^6*5^1*23^2
8434	246819762	90	2^1*3^2*7^2*23^4
8435	246903552	270	2^8*3^9*7^2
8436	247066875	100	3^3*5^4*11^4
8437	247086450	270	2^1*3^4*5^2*13^2*19^2
8438	247254000	360	2^4*3^1*5^3*7^2*29^2
8439	247432900	135	2^2*5^2*11^4*13^2
8440	247452504	120	2^3*3^1*13^4*19^2
8441	247495824	225	2^4*3^4*19^2*23^2
8442	247760856	288	2^3*3^7*7^2*17^2
8443	247842848	90	2^5*11^4*23^2
8444	248020992	144	2^15*3^2*29^2
8445	248062500	315	2^2*3^4*5^6*7^2
8446	248430000	450	2^4*3^1*5^4*7^2*13^2
8447	248455350	324	2^1*3^5*5^2*11^2*13^2
8448	248823432	180	2^3*3^2*11^2*13^4
8449	248841600	432	2^7*3^1*5^2*7^2*23^2
8450	248866992	270	2^4*3^5*11^2*23^2
8451	248882176	99	2^10*17^2*29^2
8452	248945284	63	2^2*7^6*23^2
8453	249200640	288	2^15*3^2*5^1*13^2
8454	249314450	162	2^1*5^2*7^2*11^2*29^2
8455	249482025	99	3^10*5^2*13^2
8456	249523200	396	2^10*3^3*5^2*19^2
8457	249627168	270	2^5*3^2*7^4*19^2
8458	249696000	432	2^8*3^3*5^3*17^2
8459	249800040	360	2^3*3^2*5^1*7^4*17^2
8460	249851628	120	2^2*3^7*13^4
8461	249892864	117	2^12*13^2*19^2
8462	249895368	132	2^3*3^10*23^2
8463	250000000	80	2^7*5^9
8464	250344675	162	3^5*5^2*7^2*29^2
8465	250389600	324	2^5*3^1*5^2*17^2*19^2
8466	250493929	45	7^4*17^2*19^2
8467	250500250	216	2^1*5^3*7^2*11^2*13^2
8468	250715556	243	2^2*3^2*7^2*13^2*29^2
8469	250880000	210	2^13*5^4*7^2
8470	250905600	495	2^10*3^4*5^2*11^2
8471	251010144	360	2^5*3^3*7^4*11^2
8472	251277312	234	2^12*3^1*11^2*13^2
8473	251535375	216	3^5*5^3*7^2*13^2
8474	251602560	432	2^7*3^2*5^1*11^2*19^2
8475	251658240	100	2^24*3^1*5^1
8476	251776800	486	2^5*3^2*5^2*11^2*17^2
8477	251856900	135	2^2*3^2*5^2*23^4
8478	251881707	90	3^1*7^4*11^2*17^2
8479	251942400	300	2^9*3^9*5^2
8480	252047376	225	2^4*3^8*7^4
8481	252301456	75	2^4*11^2*19^4
8482	252315648	252	2^11*3^6*13^2
8483	252642240	336	2^6*3^7*5^1*19^2
8484	252651025	45	5^2*11^2*17^4
8485	252651987	108	3^3*7^2*19^2*23^2
8486	252817200	360	2^4*3^7*5^2*17^2
8487	253125000	180	2^3*3^4*5^8
8488	253188096	216	2^11*3^1*7^2*29^2
8489	253191744	315	2^6*3^4*13^2*17^2
8490	253344024	120	2^3*3^5*19^4
8491	253500000	252	2^5*3^1*5^6*13^2
8492	253605625	75	5^4*7^4*13^2
8493	253699248	150	2^4*3^1*11^4*19^2
8494	253755392	66	2^21*11^2
8495	253874940	180	2^2*3^1*5^1*11^4*17^2
8496	253920000	270	2^8*3^1*5^4*23^2
8497	254016000	600	2^9*3^4*5^3*7^2
8498	254025800	180	2^3*5^2*7^4*23^2
8499	254051721	135	3^4*7^2*11^2*23^2
8500	254070882	90	2^1*3^2*13^2*17^4
8501	254121840	280	2^4*3^3*5^1*7^6
8502	254402500	135	2^2*5^4*11^2*29^2
8503	254621160	120	2^3*3^2*5^1*29^4
8504	254721600	567	2^6*3^2*5^2*7^2*19^2
8505	254747592	252	2^3*3^6*11^2*19^2
8506	254803968	126	2^20*3^5
8507	254827734	84	2^1*3^1*7^6*19^2
8508	254924010	252	2^1*3^6*5^1*11^2*17^2
8509	255104784	105	2^4*3^2*11^6
8510	255234375	96	3^3*5^7*11^2
8511	255328441	15	19^2*29^4
8512	255429160	120	2^3*5^1*7^2*19^4
8513	255453750	180	2^1*3^5*5^4*29^2
8514	255606050	162	2^1*5^2*7^2*17^2*19^2
8515	255688704	192	2^15*3^3*17^2
8516	255800268	108	2^2*3^11*19^2
8517	255832200	324	2^3*3^2*5^2*13^2*29^2
8518	255977415	72	3^11*5^1*17^2
8519	256000000	105	2^14*5^6
8520	256036000	216	2^5*5^3*11^2*23^2
8521	256132800	756	2^6*3^3*5^2*7^2*11^2
8522	256158936	160	2^3*3^7*11^4
8523	256239522	126	2^1*3^2*7^6*11^2
8524	256256064	189	2^6*3^2*23^2*29^2
8525	256512256	243	2^8*7^2*11^2*13^2
8526	256576512	110	2^10*3^1*17^4
8527	256743003	30	3^1*11^2*29^4
8528	257022150	324	2^1*3^1*5^2*7^2*11^2*17^2
8529	257049000	240	2^3*3^2*5^3*13^4
8530	257094000	360	2^4*3^5*5^3*23^2
8531	257145842	54	2^1*17^2*23^2*29^2
8532	257191200	486	2^5*3^8*5^2*7^2
8533	257217444	117	2^2*3^12*11^2
8534	257298363	56	3^7*7^6
8535	257556250	108	2^1*5^5*7^2*29^2
8536	257572224	432	2^7*3^5*7^2*13^2
8537	257763025	45	5^2*13^4*19^2
8538	257808150	216	2^1*3^3*5^2*19^2*23^2
8539	257964135	108	3^1*5^1*11^2*13^2*29^2
8540	258084225	189	3^6*5^2*7^2*17^2
8541	258190088	108	2^3*13^2*19^2*23^2
8542	258267240	360	2^3*3^2*5^1*7^2*11^4
8543	258280326	36	2^1*3^17
8544	258355200	234	2^12*3^1*5^2*29^2
8545	258368890	108	2^1*5^1*13^2*17^2*23^2
8546	258462848	120	2^7*7^4*29^2
8547	258466572	324	2^2*3^3*7^2*13^2*17^2
8548	258781250	126	2^1*5^6*7^2*13^2
8549	258984649	45	7^2*11^4*19^2
8550	259191075	90	3^1*5^2*11^2*13^4
8551	259210000	225	2^4*5^4*7^2*23^2
8552	259236450	270	2^1*3^4*5^2*11^2*23^2
8553	259334460	432	2^2*3^7*5^1*7^2*11^2
8554	259584000	312	2^12*3^1*5^3*13^2
8555	259620504	216	2^3*3^1*11^2*13^2*23^2
8556	259692160	240	2^7*5^1*7^4*13^2
8557	259920000	360	2^7*3^2*5^4*19^2
8558	260028300	270	2^2*3^1*5^2*7^4*19^2
8559	260100000	324	2^5*3^2*5^5*17^2
8560	260112384	255	2^16*3^4*7^2
8561	260208375	120	3^1*5^3*7^4*17^2
8562	260307675	90	3^9*5^2*23^2
8563	260406090	156	2^1*3^12*5^1*7^2
8564	260419467	42	3^1*7^2*11^6
8565	260508160	180	2^9*5^1*11^2*29^2
8566	260647686	56	2^1*3^3*13^6
8567	260693316	189	2^2*3^6*13^2*23^2
8568	260822500	135	2^2*5^4*17^2*19^2
8569	261015552	324	2^11*3^2*7^2*17^2
8570	261360000	480	2^7*3^3*5^4*11^2
8571	261468900	405	2^2*3^2*5^2*7^4*11^2
8572	261584640	324	2^8*3^5*5^1*29^2
8573	261594732	162	2^2*3^1*7^2*23^2*29^2
8574	261747200	270	2^9*5^2*11^2*13^2
8575	261921856	105	2^6*7^2*17^4
8576	262086000	360	2^4*3^1*5^3*11^2*19^2
8577	262144000	88	2^21*5^3
8578	262180864	117	2^12*11^2*23^2
8579	262267500	270	2^2*3^1*5^4*11^2*17^2
8580	262311264	216	2^5*3^3*19^2*29^2
8581	262440000	315	2^6*3^8*5^4
8582	262549350	240	2^1*3^7*5^2*7^4
8583	262828800	486	2^8*3^5*5^2*13^2
8584	262838940	324	2^2*3^1*5^1*7^2*13^2*23^2
8585	262938312	300	2^3*3^4*7^4*13^2
8586	263169000	336	2^3*3^6*5^3*19^2
8587	263218176	165	2^10*3^2*13^4
8588	263222067	54	3^1*17^2*19^2*29^2
8589	263264256	216	2^11*3^5*23^2
8590	263351250	210	2^1*3^6*5^4*17^2
8591	263671875	44	3^3*5^10
8592	263737600	243	2^8*5^2*7^2*29^2
8593	263741400	432	2^3*3^3*5^2*13^2*17^2
8594	263764512	270	2^5*3^4*11^2*29^2
8595	263900025	75	3^4*5^2*19^4
8596	264062500	81	2^2*5^8*13^2
8597	264132128	90	2^5*13^4*17^2
8598	264178368	252	2^6*3^3*17^2*23^2
8599	264270050	90	2^1*5^2*11^4*19^2
8600	264290988	90	2^2*3^1*13^2*19^4
8601	264474015	108	3^1*5^1*13^2*17^2*19^2
8602	264500000	126	2^5*5^6*23^2
8603	264600000	504	2^6*3^3*5^5*7^2
8604	264680361	81	3^2*11^2*17^2*29^2
8605	264710250	168	2^1*3^2*5^3*7^6
8606	264854448	150	2^4*3^9*29^2
8607	265019040	540	2^5*3^4*5^1*11^2*13^2
8608	265095654	60	2^1*3^1*17^4*23^2
8609	265230375	40	3^1*5^3*29^4
8610	265335000	360	2^3*3^1*5^4*7^2*19^2
8611	265362075	162	3^5*5^2*11^2*19^2
8612	265420800	270	2^17*3^4*5^2
8613	265431040	216	2^11*5^1*7^2*23^2
8614	265531392	260	2^12*3^3*7^4
8615	265734150	84	2^1*3^1*5^2*11^6
8616	265755204	243	2^2*3^2*11^2*13^2*19^2
8617	265814016	120	2^19*3^1*13^2
8618	266114160	300	2^4*3^9*5^1*13^2
8619	266342400	351	2^12*3^2*5^2*17^2
8620	266453376	240	2^7*3^1*7^4*17^2
8621	266491875	90	3^1*5^4*13^2*29^2
8622	266805000	540	2^3*3^2*5^4*7^2*11^2
8623	266832225	105	3^6*5^2*11^4
8624	266853366	144	2^1*3^7*13^2*19^2
8625	266897408	60	2^11*19^4
8626	266933400	216	2^3*3^1*5^2*23^2*29^2
8627	267082240	180	2^9*5^1*17^2*19^2
8628	267227532	180	2^2*3^3*11^4*13^2
8629	267267200	120	2^7*5^2*17^4
8630	267632640	360	2^14*3^3*5^1*11^2
8631	267759375	60	3^1*5^5*13^4
8632	267776082	162	2^1*3^2*7^2*19^2*29^2
8633	267806250	180	2^1*3^4*5^5*23^2
8634	267907500	360	2^2*3^7*5^4*7^2
8635	268304400	675	2^4*3^4*5^2*7^2*13^2
8636	268331778	162	2^1*3^8*11^2*13^2
8637	268376064	216	2^11*3^1*11^2*19^2
8638	268435456	29	2^28
8639	268647360	140	2^6*3^1*5^1*23^4
8640	268701888	210	2^6*3^1*7^2*13^4
8641	268738560	252	2^13*3^8*5^1
8642	268748928	360	2^7*3^4*7^2*23^2
8643	269028375	120	3^1*5^3*7^2*11^4
8644	269049690	324	2^1*3^2*5^1*7^2*13^2*19^2
8645	269120000	150	2^9*5^4*29^2
8646	269259606	216	2^1*3^3*7^2*11^2*29^2
8647	269440587	42	3^13*13^2
8648	269485056	231	2^10*3^6*19^2
8649	269682084	243	2^2*3^2*7^2*17^2*23^2
8650	269862912	180	2^11*3^2*11^4
8651	270372249	81	3^8*7^2*29^2
8652	270400000	180	2^9*5^5*13^2
8653	270420768	270	2^5*3^4*17^2*19^2
8654	270438025	81	5^2*11^2*13^2*23^2
8655	270608040	200	2^3*3^4*5^1*17^4
8656	270750000	210	2^4*3^1*5^6*19^2
8657	270799936	105	2^6*11^4*17^2
8658	270886088	60	2^3*11^2*23^4
8659	270937500	144	2^2*3^1*5^7*17^2
8660	270950400	504	2^13*3^3*5^2*7^2
8661	270978048	264	2^10*3^7*11^2
8662	271063296	189	2^8*3^2*7^6
8663	271351808	144	2^15*7^2*13^2
8664	271359729	45	3^2*17^4*19^2
8665	271595904	80	2^7*3^1*29^4
8666	271703040	396	2^10*3^1*5^1*7^2*19^2
8667	271891200	486	2^8*3^1*5^2*7^2*17^2
8668	271918944	324	2^5*3^5*11^2*17^2
8669	271957842	90	2^1*3^2*13^4*23^2
8670	272004488	84	2^3*7^6*17^2
8671	272005452	90	2^2*3^5*23^4
8672	272097792	130	2^9*3^12
8673	272250000	315	2^4*3^2*5^6*11^2
8674	272484000	360	2^5*3^4*5^3*29^2
8675	272597535	120	3^3*5^1*7^4*29^2
8676	272863107	60	3^3*11^2*17^4
8677	273006250	108	2^1*5^5*11^2*19^2
8678	273042576	165	2^4*3^10*17^2
8679	273240900	243	2^2*3^2*5^2*19^2*29^2
8680	273375000	224	2^3*3^7*5^6
8681	273780000	450	2^5*3^4*5^4*13^2
8682	273894075	180	3^3*5^2*7^4*13^2
8683	273967232	216	2^7*7^2*11^2*19^2
8684	274134375	108	3^5*5^5*19^2
8685	274156960	324	2^5*5^1*7^2*11^2*17^2
8686	274185600	240	2^7*3^1*5^2*13^4
8687	274233600	405	2^8*3^4*5^2*23^2
8688	274299844	75	2^2*7^4*13^4
8689	274347864	240	2^3*3^3*7^4*23^2
8690	274639872	198	2^10*3^1*13^2*23^2
8691	274730625	135	3^2*5^4*13^2*17^2
8692	274754700	324	2^2*3^3*5^2*11^2*29^2
8693	274995360	324	2^5*3^2*5^1*19^2*23^2
8694	275099328	378	2^6*3^5*7^2*19^2
8695	275161744	135	2^4*11^2*13^2*29^2
8696	275185800	324	2^3*3^2*5^2*17^2*23^2
8697	275289840	540	2^4*3^5*5^1*7^2*17^2
8698	275485056	240	2^7*3^1*7^2*11^4
8699	275625000	288	2^3*3^2*5^7*7^2
8700	275759236	45	2^2*19^4*23^2
8701	275890050	162	2^1*3^8*5^2*29^2
8702	276054534	216	2^1*3^3*7^2*17^2*19^2
8703	276061500	432	2^2*3^3*5^3*11^2*13^2
8704	276298776	216	2^3*3^5*13^2*29^2
8705	276390625	63	5^6*7^2*19^2
8706	276480000	300	2^14*3^3*5^4
8707	276595200	450	2^9*3^2*5^2*7^4
8708	276623424	441	2^6*3^6*7^2*11^2
8709	276710448	90	2^4*3^1*7^8
8710	276889600	153	2^16*5^2*13^2
8711	277202250	216	2^1*3^8*5^3*13^2
8712	277254152	60	2^3*7^2*29^4
8713	277286988	162	2^2*3^1*11^2*19^2*23^2
8714	277348352	60	2^19*23^2
8715	277440000	300	2^9*3^1*5^4*17^2
8716	277479015	108	3^1*5^1*11^2*17^2*23^2
8717	277555600	225	2^4*5^2*7^4*17^2
8718	277583922	270	2^1*3^4*7^2*11^2*17^2
8719	277766496	216	2^5*3^11*7^2
8720	277921875	126	3^1*5^6*7^2*11^2
8721	278055625	45	5^4*23^2*29^2
8722	278384067	60	3^3*13^4*19^2
8723	278432802	126	2^1*3^6*19^2*23^2
8724	278572840	216	2^3*5^1*7^2*13^2*29^2
8725	278730963	90	3^9*7^2*17^2
8726	278784000	432	2^11*3^2*5^3*11^2
8727	278823204	135	2^2*3^2*11^4*23^2
8728	278900160	420	2^6*3^1*5^1*7^4*11^2
8729	279023616	195	2^12*3^4*29^2
8730	279483750	360	2^1*3^3*5^4*7^2*13^2
8731	279558400	243	2^8*5^2*11^2*19^2
8732	279841000	80	2^3*5^3*23^4
8733	279897800	180	2^3*5^2*7^2*13^4
8734	279926361	75	3^4*11^2*13^4
8735	279936000	352	2^10*3^7*5^3
8736	279946800	540	2^4*3^3*5^2*7^2*23^2
8737	279975366	144	2^1*3^7*11^2*23^2
8738	279992448	216	2^7*3^2*17^2*29^2
8739	280052640	420	2^5*3^6*5^1*7^4
8740	280361536	189	2^6*7^2*13^2*23^2
8741	280713600	432	2^7*3^5*5^2*19^2
8742	280830564	225	2^2*3^4*7^4*19^2
8743	280964644	45	2^2*17^4*29^2
8744	281107200	270	2^8*3^1*5^2*11^4
8745	281129472	270	2^9*3^2*13^2*19^2
8746	281132289	39	3^12*23^2
8747	281224328	100	2^3*7^4*11^4
8748	281324160	432	2^7*3^2*5^1*13^2*17^2
8749	281493360	200	2^4*3^3*5^1*19^4
8750	281688300	324	2^2*3^3*5^2*17^2*19^2
8751	281883375	80	3^3*5^3*17^4
8752	282031250	54	2^1*5^8*19^2
8753	282105616	135	2^4*13^2*17^2*19^2
8754	282240000	495	2^10*3^2*5^4*7^2
8755	282268800	504	2^7*3^6*5^2*11^2
8756	282275286	28	2^1*3^1*19^6
8757	282279690	324	2^1*3^2*5^1*7^2*11^2*23^2
8758	282357600	252	2^5*3^1*5^2*7^6
8759	282386412	270	2^2*3^5*7^4*11^2
8760	282475249	11	7^10
8761	282686976	360	2^9*3^3*11^2*13^2
8762	282912400	75	2^4*5^2*29^4
8763	283024000	288	2^7*5^3*7^2*19^2
8764	283220000	270	2^5*5^4*7^2*17^2
8765	283248900	405	2^2*3^4*5^2*11^2*17^2
8766	283435200	252	2^6*3^11*5^2
8767	283446135	144	3^7*5^1*7^2*23^2
8768	283449760	84	2^5*5^1*11^6
8769	283553298	110	2^1*3^10*7^4
8770	283593750	108	2^1*3^1*5^8*11^2
8771	283668528	270	2^4*3^1*11^2*13^2*17^2
8772	283758774	60	2^1*3^1*13^2*23^4
8773	283837500	216	2^2*3^3*5^5*29^2
8774	283839138	90	2^1*3^2*11^2*19^4
8775	283855104	243	2^8*3^8*13^2
8776	283901952	114	2^18*3^1*19^2
8777	284098560	204	2^16*3^1*5^1*17^2
8778	284419350	180	2^1*3^9*5^2*17^2
8779	284621040	300	2^4*3^5*5^1*11^4
8780	284728960	144	2^7*5^1*23^2*29^2
8781	284765625	63	3^6*5^8
8782	284836608	324	2^8*3^3*7^2*29^2
8783	284840712	252	2^3*3^6*13^2*17^2
8784	285012027	40	3^7*19^4
8785	285187500	252	2^2*3^3*5^6*13^2
8786	285411654	120	2^1*3^3*11^4*19^2
8787	285474816	171	2^18*3^2*11^2
8788	285610000	125	2^4*5^4*13^4
8789	285660000	360	2^5*3^3*5^4*23^2
8790	285779025	135	3^2*5^2*7^4*23^2
8791	285797160	264	2^3*3^10*5^1*11^2
8792	285825624	216	2^3*3^1*7^2*17^2*29^2
8793	286083200	216	2^7*5^2*13^2*23^2
8794	286191360	648	2^8*3^3*5^1*7^2*13^2
8795	286453500	216	2^2*3^1*5^3*19^2*23^2
8796	286466048	126	2^13*11^2*17^2
8797	286557184	55	2^10*23^4
8798	286561800	540	2^3*3^4*5^2*7^2*19^2
8799	286591041	81	3^8*11^2*19^2
8800	286651875	90	3^1*5^4*17^2*23^2
8801	286654464	144	2^17*3^7
8802	286760250	360	2^1*3^4*5^3*7^2*17^2
8803	286963600	225	2^4*5^2*7^2*11^4
8804	286978140	96	2^2*3^15*5^1
8805	286986336	324	2^5*3^1*7^2*13^2*19^2
8806	286992882	70	2^1*3^4*11^6
8807	287109375	60	3^1*5^9*7^2
8808	287649792	234	2^12*3^5*17^2
8809	287811225	135	3^4*5^2*13^2*29^2
8810	288000000	252	2^11*3^2*5^6
8811	288120000	350	2^6*3^1*5^4*7^4
8812	288149400	648	2^3*3^5*5^2*7^2*11^2
8813	288178803	50	3^9*11^4
8814	288237612	90	2^2*3^1*13^4*29^2
8815	288240050	54	2^1*5^2*7^8
8816	288288072	180	2^3*3^4*23^2*29^2
8817	288576288	486	2^5*3^2*7^2*11^2*13^2
8818	288648576	160	2^7*3^3*17^4
8819	288949815	216	3^3*5^1*7^2*11^2*19^2
8820	289000000	147	2^6*5^6*17^2
8821	289013760	324	2^17*3^2*5^1*7^2
8822	289340100	297	2^2*3^10*5^2*7^2
8823	289578289	81	7^2*11^2*13^2*17^2
8824	289608540	84	2^2*3^1*5^1*13^6
8825	289650828	42	2^2*3^1*17^6
8826	289659240	360	2^3*3^4*5^1*13^2*23^2
8827	289768752	360	2^4*3^7*7^2*13^2
8828	289816576	135	2^14*7^2*19^2
8829	290400000	324	2^8*3^1*5^5*11^2
8830	290463849	81	3^2*13^2*19^2*23^2
8831	290521000	240	2^3*5^3*7^4*11^2
8832	290649600	360	2^9*3^3*5^2*29^2
8833	290770704	225	2^4*3^2*7^4*29^2
8834	291080192	108	2^11*13^2*29^2
8835	291422208	270	2^14*3^1*7^2*11^2
8836	291456960	252	2^6*3^1*5^1*19^2*29^2
8837	291600000	336	2^7*3^6*5^5
8838	291611250	270	2^1*3^2*5^4*7^2*23^2
8839	291658800	270	2^4*3^1*5^2*17^2*29^2
8840	291721500	360	2^2*3^5*5^3*7^4
8841	292073067	108	3^3*11^2*13^2*23^2
8842	292410000	375	2^4*3^4*5^4*19^2
8843	292464640	120	2^11*5^1*13^4
8844	292515840	312	2^12*3^3*5^1*23^2
8845	292626432	294	2^13*3^6*7^2
8846	292820000	150	2^5*5^4*11^4
8847	292843200	378	2^6*3^1*5^2*13^2*19^2
8848	292965218	90	2^1*7^4*13^2*19^2
8849	293046000	360	2^4*3^1*5^3*13^2*17^2
8850	293222250	120	2^1*3^2*5^3*19^4
8851	293328384	180	2^9*3^1*19^2*23^2
8852	293642496	405	2^8*3^4*7^2*17^2
8853	293885768	108	2^3*11^2*19^2*29^2
8854	294000000	336	2^7*3^1*5^6*7^2
8855	294030000	450	2^4*3^5*5^4*11^2
8856	294089290	108	2^1*5^1*11^2*17^2*29^2
8857	294122500	105	2^2*5^4*7^6
